0,2980.284981298388,-6.613741310968907e-17,6.307019950803484e-17
1,2983.0301036974315,8.998858777570938e-17,6.42987437959993e-17
2,2999.501339553785,1.0238447576039302e-16,4.857972254578306e-17
3,3007.737276993757,7.723685451382982e-17,5.05725906191253e-17
4,3010.4826363855136,-1.7913551834193818e-17,4.594479606420173e-17
5,3013.2280191273,-5.8080806926736125e-18,5.516207486543394e-17
6,3018.7188544068736,-3.80049974274021e-17,4.4704717719057366e-17
7,3021.464306817604,1.911061448452873e-16,4.67523405634041e-17
8,3024.2097823242498,1.019772424688151e-17,4.641580075610122e-17
9,3026.9552808632693,3.331856824944861e-17,5.2484243772654426e-17
10,3037.937504072055,-7.731368153214998e-17,3.813643676735897e-17
11,3040.683116819626,9.16565142049914e-17,4.917327779136125e-17
12,3043.4287522182067,8.04141789714068e-17,4.366402928549427e-17
13,3046.1744102042176,2.880088226086654e-17,3.870103848839403e-17
14,3054.4115190509656,1.3994074057825403e-16,4.1194923254918123e-17
15,3057.157266750804,1.4822637773355618e-16,4.238521074459713e-17
16,3059.9030367200985,9.313493533028241e-17,4.221564360279439e-17
17,3062.648828895239,8.340276662984687e-17,4.178680276628591e-17
18,3065.3946432126104,-4.6985195905391194e-17,3.732104404732053e-17
19,3070.886338019557,1.0312521003234548e-16,3.94293843400834e-17
20,3073.6322183818747,-5.84758093064528e-17,3.1334948036394556e-17
21,3076.37812063191,8.807397970057279e-17,3.4822231305682175e-17
22,3079.12404470602,1.3927835646474484e-16,3.740694176018814e-17
23,3081.8699905405597,1.0340259408666136e-16,4.463820854370886e-17
24,3087.3619472363166,4.1073383765082073e-17,3.1739929667581255e-17
25,3090.1079579702155,5.847818216862431e-17,3.4777506245618464e-17
26,3101.09221532701,4.505838132006969e-17,3.118047930962882e-17
27,3103.8383329531125,2.7187514776967965e-17,3.2905155905816035e-17
28,3109.330631703782,-2.2113254079369038e-17,3.142332030494144e-17
29,3120.3154814153063,2.4118265008208245e-17,3.443544841931344e-17
30,3125.808031356747,-2.2457951923363088e-17,3.902034888944207e-17
31,3131.300664008901,1.3895438240596277e-18,3.359446935994876e-17
32,3145.0326041522403,2.5521145752945668e-17,3.246159720451314e-17
33,3147.779053130247,-9.662680238904318e-18,2.8508744701710335e-17
34,3150.5255222759174,1.0696273903858162e-17,3.218975646971319e-17
35,3153.2720115254792,4.2223794824107905e-17,2.999632773593501e-17
36,3156.0185208151543,-3.1119261938336266e-17,2.6549329611521908e-17
37,3161.511599259707,-1.8634054567219537e-17,2.6306528513500473e-17
38,3164.2581682870064,4.940197951365063e-18,2.676265087124479e-17
39,3167.0047570992606,2.4939328972397345e-17,2.5340983967688488e-17
40,3169.7513656326687,8.243710451107617e-17,2.6869275158112957e-17
41,3175.2446416077178,5.5347838551566104e-17,2.8295148835106786e-17
42,3180.7379957016537,7.036447203274046e-17,2.7399741968511802e-17
43,3183.484701883653,5.780837091530088e-17,2.6213445792457085e-17
44,3186.2314274039036,2.542114244229424e-17,2.77261636016265e-17
45,3188.978172198572,8.51876652319978e-17,3.4259988562588666e-17
46,3191.724936203821,1.4142347199208222e-16,3.852252544506152e-17
47,3194.4717193558085,4.9899667153990544e-17,2.803493079790295e-17
48,3199.96534284461,2.9298180043385536e-17,2.989750962724533e-17
49,3208.2059200820468,6.374350288593633e-17,2.2879669740313892e-17
50,3210.9528167735366,-2.4781212968160246e-17,2.2299831076955437e-17
51,3213.6997321647473,-1.0491937551007697e-17,2.3929373360829767e-17
52,3216.446666191801,-2.328569924367806e-17,2.2315460078017933e-17
53,3219.1936187908173,8.265066516431698e-17,2.5940728516800674e-17
54,3221.9405898979094,1.2247395057138995e-16,2.9755701118634204e-17
55,3227.434587380757,-4.9120573404177015e-18,2.281861138360838e-17
56,3232.9286581291703,8.417547767508781e-17,2.5005463455165617e-17
57,3235.675720818203,8.688722364280978e-17,2.971864080551924e-17
58,3238.4228016319066,7.801324262400464e-17,2.5562422055386168e-17
59,3241.169900506365,4.9105121915031186e-17,2.5169973124990962e-17
60,3249.411304855045,6.413274400200713e-17,2.2871636823877398e-17
61,3252.1584753332786,3.2164934572978234e-17,2.1569117071348567e-17
62,3254.905663552626,1.3516609806755598e-17,2.108705638910978e-17
63,3257.652869449143,5.993672734548624e-17,2.7276413483566153e-17
64,3263.147334017909,3.4094504048978855e-17,2.55525394720224e-17
65,3265.8945925622547,-9.780040854911564e-18,2.2763328216694034e-17
66,3268.6418685279673,3.160263596046925e-17,2.211307231103744e-17
67,3271.389161851085,6.273426953418061e-17,2.4594056375867536e-17
68,3282.378507438243,5.2935576750388566e-17,2.2564263177855234e-17
69,3285.1258865888267,9.869785758047244e-17,2.4942742146892726e-17
70,3287.8732827129625,-1.2385462292424056e-17,2.2070919792713745e-17
71,3290.6206957466616,1.2934057138541069e-17,2.2085919519271625e-17
72,3293.368125625931,4.8896241331790346e-17,2.1846954603765786e-17
73,3296.115572286772,2.0516707818561154e-17,2.1788337125855068e-17
74,3298.863035665185,1.2771768847563177e-18,1.9955944080611724e-17
75,3315.348163420099,4.6011258477327624e-17,2.6003649808646725e-17
76,3323.590947799482,1.6257810492426123e-17,2.1669388814436093e-17
77,3329.0862178791976,2.050642842223619e-17,1.9648724485907657e-17
78,3331.8338768749636,7.525725798652325e-18,2.2123753117476768e-17
79,3348.3201621968333,-6.8289487583648596e-18,1.802331836121793e-17
80,3351.0679310437627,1.8093018512533704e-17,2.2699074443033566e-17
81,3356.563514983781,1.515816490587597e-18,1.914117661967563e-17
82,3359.3113299487063,-1.8771879522547513e-17,1.8587314426584065e-17
83,3367.5548660540885,4.507809767273985e-17,1.8673916714188548e-17
