wavelength,flux,err
5.62349,1.4371583372713263e-16,9.245739115944812e-18
5.62429,1.4759883032393403e-16,7.850266107036367e-18
5.62509,1.5230286928693927e-16,8.953775229485983e-18
5.62589,1.4717432856412832e-16,8.30569877473142e-18
5.62669,1.5659036125757578e-16,7.517207002886981e-18
5.62749,1.5896424303049192e-16,7.910965474860106e-18
5.62829,1.5800048420980354e-16,7.666334673849579e-18
5.62909,1.6033016962913142e-16,8.914676100994124e-18
5.62989,1.5763018077641374e-16,8.201360877184485e-18
5.6307,1.583280217077128e-16,9.701110588973634e-18
5.6315,1.498400722129397e-16,8.759282771993557e-18
5.6323,1.4509817263956442e-16,8.199969162802768e-18
5.6331,1.4469874812245663e-16,7.66061366254187e-18
5.6339,1.5260312792342246e-16,8.504168208908168e-18
5.6347,1.507022970738573e-16,8.359478296057474e-18
5.6355,1.588850505238843e-16,7.872555572685556e-18
5.6363,1.5856567906755484e-16,7.35879738824971e-18
5.6371,1.5906168514380762e-16,9.004544829133897e-18
5.6379,1.5144448975251383e-16,8.511676380413616e-18
5.6387,1.5926455193197742e-16,9.282894504635823e-18
5.6395,1.56464876982732e-16,7.847134522096929e-18
5.6403,1.4348914800630404e-16,9.211218755194586e-18
5.64111,1.5576547159307464e-16,1.0685976208860401e-17
5.64191,1.4329435800482418e-16,9.302828918906938e-18
5.64271,1.6418761114772822e-16,8.868436507041985e-18
5.64351,1.4253978720576658e-16,1.0893922116071757e-17
5.64431,1.5228486449238775e-16,8.845861205090496e-18
5.64511,1.5796576603121126e-16,8.825930107290823e-18
5.64591,1.522856552082059e-16,8.988627221345564e-18
5.64671,1.5654352090009743e-16,8.812263957093211e-18
5.64751,1.5174106003263792e-16,8.465442400439051e-18
5.64831,1.6202918626797051e-16,9.275105046185649e-18
5.64911,1.4990169016104748e-16,8.666820585314534e-18
5.64991,1.5701502738396287e-16,9.070472542468758e-18
5.65071,1.5595555259866164e-16,8.875157842481947e-18
5.65152,1.5687212230147064e-16,1.0443761459883309e-17
5.65232,1.5560273456849242e-16,9.489581226378356e-18
5.65312,1.5275566958869742e-16,1.0379477722694868e-17
5.65392,1.6092982616407e-16,9.13327485648761e-18
5.65472,1.6582942510634716e-16,1.0153037817742613e-17
5.65552,1.5399192166099275e-16,9.248625829345608e-18
5.65632,1.4952343602636095e-16,9.079191873501252e-18
5.65712,1.5535707123795304e-16,8.924548974031999e-18
5.65792,1.5056350513624075e-16,9.661852068005412e-18
5.65872,1.6235956571044995e-16,8.751905320421853e-18
5.65952,1.4892378019075919e-16,9.725780466495802e-18
5.66032,1.5649192517837196e-16,9.969899587701884e-18
5.6604,1.4777358249306138e-16,7.38516320355951e-18
5.66112,1.5603701104599422e-16,9.411621222921284e-18
5.6612,1.4695675805804922e-16,8.277191832023774e-18
5.66193,1.5915422819510566e-16,8.454641519913741e-18
5.662,1.5556513190739548e-16,8.15186458498697e-18
5.66273,1.595493164224189e-16,1.0255795975592324e-17
5.6628,1.5938703143343578e-16,7.527385202818843e-18
5.66353,1.474324100983428e-16,1.028613313957902e-17
5.6636,1.5557152872739475e-16,8.769180521448392e-18
5.66433,1.508692110637571e-16,9.232818831149032e-18
5.6644,1.5030778730870394e-16,7.662901182567018e-18
5.66513,1.5285636412566064e-16,8.947026046452863e-18
5.6652,1.5004127224798272e-16,7.964350569518927e-18
5.66593,1.5277778244160794e-16,1.0121835960289762e-17
5.666,1.5090016531777335e-16,7.793525310451195e-18
5.66673,1.4373700927433816e-16,1.0698722254620961e-17
5.66681,1.4446995186551355e-16,8.428512369629551e-18
5.66753,1.4389957645393098e-16,1.0456747838280059e-17
5.66761,1.4851673870149868e-16,9.352957302927028e-18
5.66833,1.418182049026075e-16,8.716142985291756e-18
5.66841,1.642036931665131e-16,8.20361401213397e-18
5.66913,1.5330662677736635e-16,8.734837546768808e-18
5.66921,1.506652453261117e-16,7.622777041410538e-18
5.66993,1.5833918938469443e-16,8.063272637795813e-18
5.67001,1.4795593132454194e-16,8.280944886297982e-18
5.67073,1.8767787986286066e-16,9.230156649150009e-18
5.67081,1.5156457831870263e-16,7.582360980321695e-18
5.67153,1.584867215884942e-16,1.060609195569289e-17
5.67161,1.5154721333588594e-16,7.869741110714334e-18
5.67234,1.6139986456038936e-16,8.480077309477532e-18
5.67241,1.5719218911462324e-16,7.74453935440714e-18
5.67314,1.5753867445386884e-16,8.782211169295701e-18
5.67321,1.4757723407720255e-16,7.817191945323066e-18
5.67394,1.489941341232359e-16,9.557508031190073e-18
5.67401,1.4724597607159374e-16,7.864863458518622e-18
5.67474,1.5490687075381244e-16,8.665652976015784e-18
5.67481,1.5128262966863083e-16,7.580326279043989e-18
5.67554,1.45067234126178e-16,8.109967557286794e-18
5.67561,1.498318369911891e-16,7.338205361388327e-18
5.67634,1.5046926049308566e-16,8.131551374749558e-18
5.67641,1.3919977221737834e-16,7.769294858068748e-18
5.67714,1.5849025579131364e-16,8.27458926203817e-18
5.67721,1.4577618349002403e-16,8.28597381070924e-18
5.67794,1.5225719112007892e-16,1.0176278318906304e-17
5.67801,1.4669892058069483e-16,7.59182501753798e-18
5.67874,1.4653236715569254e-16,9.497360980165509e-18
5.67882,1.4316035953098692e-16,7.869524731008725e-18
5.67954,1.5293721908957347e-16,9.309492441911154e-18
5.67962,1.4716585839541522e-16,8.261619681113914e-18
5.68034,1.5380403104955722e-16,9.268959940760133e-18
5.68042,1.3887288216307521e-16,7.215158997174534e-18
5.68114,1.6755853060441822e-16,1.0740430373106466e-17
5.68122,1.387818665132552e-16,7.148299841470348e-18
5.68194,1.6386232398643423e-16,9.378264235932596e-18
5.68202,1.3774847589460334e-16,6.0154271111723195e-18
5.68275,1.5725934608743395e-16,9.9010469151631e-18
5.68282,1.3569250472135762e-16,6.397366391222061e-18
5.68355,1.5354540415738896e-16,8.488977034003226e-18
5.68362,1.3592447777506242e-16,8.534169795970568e-18
5.68435,1.4789465891378835e-16,8.670824163874349e-18
5.68442,1.4654038702756372e-16,7.366591516078431e-18
5.68515,1.5074001682991518e-16,8.554502688700682e-18
5.68522,1.4609669578005562e-16,7.305406671133108e-18
5.68595,1.5105039841361106e-16,9.27390937913172e-18
5.68602,1.4778317229776696e-16,9.095711622257825e-18
5.68675,1.481708154313611e-16,9.18228642452386e-18
5.68682,1.4185908637798447e-16,9.093272735188543e-18
5.68755,1.510486355073302e-16,8.927677513608111e-18
5.68762,1.5445776147066627e-16,7.630259809274669e-18
5.68835,1.5584299794000964e-16,8.565569606800433e-18
5.68842,1.3926611606766846e-16,7.622454566476882e-18
5.68915,1.5355184068661451e-16,1.0385050558654285e-17
5.68922,1.4986651558667403e-16,8.920939606287351e-18
5.68995,1.4398637605010495e-16,9.324311393543389e-18
5.69002,1.438954309236415e-16,7.895232954713665e-18
5.69075,1.458722690580669e-16,9.371907707292698e-18
5.69082,1.4887077419342554e-16,7.323372097652312e-18
5.69155,1.5093560085261807e-16,8.762720210799816e-18
5.69163,1.3736677542051442e-16,7.934444675662521e-18
5.69235,1.510770540485971e-16,8.324732383355198e-18
5.69243,1.582851229736097e-16,8.48820328840238e-18
5.69316,1.459630135715781e-16,8.549971768515084e-18
5.69323,1.5435268956245075e-16,8.379878040949228e-18
5.69396,1.5274459734892932e-16,7.898736998228633e-18
5.69403,1.5298495935163854e-16,6.589557597988491e-18
5.69476,1.4874478879084643e-16,8.393289081801479e-18
5.69483,1.4917229796205015e-16,6.468397011279208e-18
5.69556,1.5034349474292954e-16,9.272378335625747e-18
5.69563,1.475927265320277e-16,6.63257224404502e-18
5.69636,1.4975781969121848e-16,7.918641793299743e-18
5.69643,1.5205635753333718e-16,6.942590681873952e-18
5.69716,1.4300721853662867e-16,8.48362561587287e-18
5.69723,1.6030971262783579e-16,7.263564467207282e-18
5.69796,1.4021569581633703e-16,9.105622817880676e-18
5.69803,1.4659966828258903e-16,7.142607021225828e-18
5.69876,1.4236856257432403e-16,9.744034413672328e-18
5.69883,1.4754379635940434e-16,7.647615804104229e-18
5.69956,1.5223047396951494e-16,9.823401997287292e-18
5.69963,1.498417112219689e-16,8.049792087790379e-18
5.70036,1.4536778779706632e-16,8.308499290199297e-18
5.70043,1.448227242102956e-16,8.62034206197411e-18
5.70116,1.4390409647819496e-16,7.791845757962547e-18
5.70123,1.5763945284726252e-16,1.0032735443923357e-17
5.70196,1.5195087659763086e-16,7.833517754951457e-18
5.70203,1.5041140414344754e-16,9.546859181709746e-18
5.70276,1.5593153128768346e-16,8.652842803397322e-18
5.70283,1.554500796827609e-16,9.63509500369712e-18
5.70356,1.472235738769838e-16,9.501519152154889e-18
5.70364,1.5658194251650363e-16,7.313429218769579e-18
5.70437,1.5406623998260864e-16,9.06902338164839e-18
5.70444,1.5435635994121115e-16,7.032364599475775e-18
5.70517,1.4590076820578959e-16,8.898221026970553e-18
5.70524,1.566431550797235e-16,7.793301630775387e-18
5.70597,1.4598253055531562e-16,1.0013747017198107e-17
5.70604,1.5292283124607222e-16,6.768508281599327e-18
5.70677,1.4009888190579859e-16,9.766376573462657e-18
5.70684,1.5207302584955194e-16,7.013264304128543e-18
5.70757,1.5428502939337819e-16,1.0227462722866303e-17
5.70764,1.5163074512026734e-16,6.798545363650747e-18
5.70837,1.581005911709352e-16,9.4026803140552e-18
5.70844,1.3787669044544807e-16,6.907162511590449e-18
5.70917,1.4708695251383903e-16,7.860117705434385e-18
5.70924,1.4134225766526859e-16,8.021331550760466e-18
5.70997,1.5192688889228714e-16,7.580848494232241e-18
5.71004,1.4475676565696223e-16,7.18165871946662e-18
5.71077,1.4523917316970366e-16,9.325709165247616e-18
5.71084,1.438683620611768e-16,6.189350756684475e-18
5.71157,1.503089546021676e-16,8.582719314921339e-18
5.71164,1.426069046548362e-16,7.682581316245671e-18
5.71237,1.4408679611346344e-16,9.878492625493045e-18
5.71244,1.4208200951763487e-16,9.072575418525886e-18
5.71317,1.575746779242791e-16,9.290448947843124e-18
5.71324,1.4228644996411912e-16,8.345368057438712e-18
5.71397,1.452836367300562e-16,9.16070929369183e-18
5.71404,1.316648195668941e-16,7.972156827590513e-18
5.71478,1.4769562269172883e-16,8.739463192769611e-18
5.71484,1.41893471882433e-16,7.590185821447636e-18
5.71558,1.56486786226205e-16,9.370818844512486e-18
5.71565,1.449658995822728e-16,7.578232261957848e-18
5.71638,1.4597366644998846e-16,8.798425076239286e-18
5.71645,1.4989319553218516e-16,7.23615658248507e-18
5.71718,1.539826892601625e-16,7.991955826311729e-18
5.71725,1.4935085231241166e-16,8.702785569450671e-18
5.71798,1.5155730215206398e-16,9.182165250513429e-18
5.71805,1.4012481958629395e-16,8.689247815521729e-18
5.71878,1.5425557520913506e-16,8.229471633028543e-18
5.71885,1.437560955292344e-16,6.726597180877747e-18
5.71958,1.5293043566832456e-16,7.497781316659454e-18
5.71965,1.4027243094530271e-16,6.78521044727626e-18
5.72038,1.4611141903066802e-16,8.032798183221193e-18
5.72045,1.393574127727421e-16,7.477746475369992e-18
5.72118,1.4321601540886002e-16,7.683786224704086e-18
5.72125,1.4079072749192067e-16,6.76394137724357e-18
5.72198,1.41260495672238e-16,8.270125137044897e-18
5.72205,1.414358869165923e-16,1.0000789615121732e-17
5.72278,1.4527811262655872e-16,9.500940438785165e-18
5.72285,1.4121842787167122e-16,7.644108802154088e-18
5.72358,1.4258877394615546e-16,1.0350116374594533e-17
5.72365,1.4789937770960674e-16,8.775851368060643e-18
5.72438,1.470952565698702e-16,9.845383880853196e-18
5.72445,1.4663688515525312e-16,8.210480775835516e-18
5.72519,1.499742331397815e-16,1.0101678517142694e-17
5.72525,1.468113272983296e-16,7.524113618479454e-18
5.72599,1.5825350814320742e-16,8.344000705576796e-18
5.72605,1.4897272027380648e-16,8.402344535393059e-18
5.72679,1.6191904039863747e-16,8.604565721269897e-18
5.72685,1.4189534952032654e-16,8.72960442170152e-18
5.72759,1.6254343942674412e-16,8.756479034690724e-18
5.72766,1.5269061080402312e-16,7.470733502562944e-18
5.72839,1.4895570012917496e-16,8.676113860334872e-18
5.72846,1.611271166541106e-16,7.877920111846839e-18
5.72919,1.495002628275748e-16,8.343535668737909e-18
5.72926,1.511856589574828e-16,7.013428699982881e-18
5.72999,1.5199573144563944e-16,8.6932254729971e-18
5.73006,1.5168708567848128e-16,6.610955604174404e-18
5.73079,1.4668817401392698e-16,9.348830279030373e-18
5.73086,1.5335449573718607e-16,6.419942526071549e-18
5.73159,1.4944218129611254e-16,8.973601185558023e-18
5.73166,1.5099894872990222e-16,6.795990769935837e-18
5.73239,1.4095090400265932e-16,9.24654867973549e-18
5.73246,1.4703287541364202e-16,7.729088509799859e-18
5.73319,1.367253747400242e-16,9.701404387307989e-18
5.73326,1.412732787109729e-16,7.313161302450674e-18
5.73399,1.4575134147927792e-16,1.1029290026065897e-17
5.73406,1.4417933109113456e-16,6.9363560024558e-18
5.73479,1.376508521421865e-16,9.971811501035093e-18
5.73486,1.5480098761089411e-16,7.585293812924253e-18
5.7356,1.3938534752660271e-16,1.0733890099508646e-17
5.73566,1.5998638165889735e-16,8.240980203026758e-18
5.7364,1.5547972727098336e-16,9.435309477951134e-18
5.73646,1.539960121941559e-16,7.836503040730428e-18
5.7372,1.4914238444533026e-16,8.71153163235454e-18
5.73726,1.504656391507495e-16,8.13956476187724e-18
5.738,1.415997782943947e-16,8.202132064611249e-18
5.73806,1.3423103818246102e-16,7.213616239468215e-18
5.7388,1.4746489768289374e-16,8.454327132923083e-18
5.73886,1.4304622868748284e-16,8.487990623582087e-18
5.7396,1.394746290016243e-16,8.709084011170655e-18
5.73967,1.4686356685428403e-16,8.023281753940094e-18
5.7404,1.4138735034304583e-16,9.754622291061829e-18
5.74047,1.4722369825959264e-16,8.304735548032829e-18
5.74127,1.565718091392317e-16,7.990979265139914e-18
5.74207,1.5331333174155707e-16,9.132700172461286e-18
5.74287,1.4779457697883924e-16,8.501441301890291e-18
5.74367,1.4390272282900066e-16,7.061605575725401e-18
5.74447,1.4360250365611187e-16,6.720786039187755e-18
5.74527,1.4209767960265878e-16,5.645493264875939e-18
5.74607,1.4904313691486312e-16,6.842725320789182e-18
5.74687,1.4756213204146384e-16,7.232236636610518e-18
5.74767,1.4509462522226586e-16,6.458034555101804e-18
5.74847,1.4276700341616244e-16,6.859919263210234e-18
5.74927,1.3554067847304058e-16,7.708596863657234e-18
5.75007,1.4913986534081904e-16,6.549055143494191e-18
5.75087,1.5312397924134735e-16,7.568179187958308e-18
5.75168,1.428101710754994e-16,8.495959632744372e-18
5.75248,1.4657883452401792e-16,8.888703137378394e-18
5.75328,1.4836518165682983e-16,8.925370189847092e-18
5.75408,1.4434230631306746e-16,9.74425317375762e-18
5.75488,1.5129058523116004e-16,1.1107543568484121e-17
5.75568,1.4641325494720874e-16,8.66270446980867e-18
5.75648,1.4434663899944921e-16,7.606033736795975e-18
5.75728,1.4021364264612364e-16,8.273124470856306e-18
5.75808,1.4227962214151815e-16,1.0177044925216689e-17
5.75888,1.531536996032891e-16,9.77429657666092e-18
5.75968,1.5350561458869138e-16,8.478097465442529e-18
5.76048,1.5134578381408356e-16,7.20594154756472e-18
5.76128,1.4660420137630468e-16,7.472091791105834e-18
5.76208,1.4513993181011524e-16,7.061054215918773e-18
5.76288,1.4024442406587468e-16,6.6741953516534266e-18
5.76368,1.3734159814542212e-16,6.816723165671709e-18
5.76449,1.3821230254624415e-16,5.795370500620981e-18
5.76529,1.3833893083676835e-16,6.795702725120033e-18
5.76609,1.481588417787787e-16,7.551640508182341e-18
5.76689,1.3420601736441531e-16,7.616418178909628e-18
5.76769,1.3853624384895214e-16,6.957684758714411e-18
5.76849,1.416205600704968e-16,8.62087347276652e-18
5.76929,1.4679471008363006e-16,6.892013014572744e-18
5.77009,1.516413258035646e-16,8.407016415106914e-18
5.77089,1.4743769384823814e-16,8.778686854297874e-18
5.77169,1.5544088844902492e-16,7.673067127263553e-18
5.77249,1.6062512937496992e-16,8.565838635163469e-18
5.77329,1.469766309777342e-16,6.581175489628986e-18
5.77409,1.4339917713622835e-16,6.4113707453888704e-18
5.77489,1.4396151940189232e-16,6.614077768726318e-18
5.77569,1.4532661860187394e-16,6.667160349563314e-18
5.7765,1.4241666729301442e-16,6.757096199073789e-18
5.7773,1.4468103723043556e-16,6.7520887571390134e-18
5.7781,1.4522590509092482e-16,7.02136324665287e-18
5.7789,1.4472486313948884e-16,7.1154713588817e-18
5.7797,1.4180009923305726e-16,5.815046604944503e-18
5.7805,1.447049269348779e-16,5.6547372597302375e-18
5.7813,1.4186720875946743e-16,6.702690921569311e-18
5.7821,1.4153070372418559e-16,6.6557369519004786e-18
5.7829,1.4276947035789502e-16,8.172484507967573e-18
5.7837,1.517075209794688e-16,7.443801254279486e-18
5.7845,1.4272458637432736e-16,7.170093607852346e-18
5.7853,1.4053904790545287e-16,8.84778190473704e-18
5.7861,1.4475170406492227e-16,7.400542081710138e-18
5.7869,1.349483786105585e-16,6.083712359394216e-18
5.7877,1.4308055194000014e-16,7.077137445833954e-18
5.78851,1.439427043540984e-16,7.695372484136072e-18
5.78931,1.526778037379659e-16,7.770592691091665e-18
5.79011,1.4986377738554747e-16,9.310392029268334e-18
5.79091,1.5322899499299756e-16,7.422464867834505e-18
5.79171,1.535589688306571e-16,6.7894041390282796e-18
5.79251,1.4216958709879415e-16,7.69303265291734e-18
5.79331,1.406694822056431e-16,6.7454945239924144e-18
5.79411,1.3636058751448775e-16,6.6855652703541426e-18
5.79491,1.2853807299414914e-16,7.842755866407638e-18
5.79571,1.3713455832457287e-16,8.865157920686444e-18
5.79651,1.3810382989594044e-16,8.337904747960495e-18
5.79731,1.5020836614098046e-16,6.646571585130602e-18
5.79811,1.459992392695378e-16,6.7662728101778726e-18
5.79891,1.41505283491961e-16,7.31247510764139e-18
5.79971,1.447469341343951e-16,6.68333116167784e-18
5.80052,1.4873835550471651e-16,8.770133873567347e-18
5.80132,1.5120118210039522e-16,6.978612699065931e-18
5.80212,1.4684827134471244e-16,6.8418161852552306e-18
5.80292,1.4781184958564023e-16,7.903844432041604e-18
5.80372,1.4816248553065078e-16,7.002342017250189e-18
5.80452,1.3856538350192195e-16,6.0888120821790315e-18
5.80532,1.413384325201977e-16,7.672135025390823e-18
5.80612,1.392465824469962e-16,9.083233160764442e-18
5.80692,1.4403370745619635e-16,1.0980417679441285e-17
5.80772,1.3937122582200535e-16,9.141694702579359e-18
5.80852,1.3377262323411756e-16,8.246882809938973e-18
5.80932,1.383819343891695e-16,8.195482478951779e-18
5.81012,1.4074449551126867e-16,7.771037382670698e-18
5.81092,1.4879871365988988e-16,8.109660465376615e-18
5.81172,1.4320665407366443e-16,7.88834502498976e-18
5.81253,1.383669594718202e-16,8.030447357044533e-18
5.81333,1.429202987564327e-16,8.635301899837241e-18
5.81413,1.38917802882524e-16,7.373783183383334e-18
5.81493,1.330234882794229e-16,6.326259959149543e-18
5.81573,1.3476458450273414e-16,8.543284401186219e-18
5.81653,1.4103361243765323e-16,7.372056984147096e-18
5.81733,1.3395830535048463e-16,6.96516358126629e-18
5.81813,1.3976380496712655e-16,7.879196294000883e-18
5.81893,1.3986424845781506e-16,7.481143172513988e-18
5.81973,1.4292201093333755e-16,8.22871452933257e-18
5.82053,1.4047245152059716e-16,9.03579731497774e-18
5.82133,1.46464574061625e-16,8.150557289030836e-18
5.82213,1.3574772124945059e-16,9.184507073252692e-18
5.82293,1.413373820761293e-16,7.32623032743895e-18
5.82373,1.4404860317062231e-16,7.4432028369877e-18
5.82454,1.4151776850641734e-16,8.606614754095495e-18
5.82534,1.4310761361605303e-16,7.761135918511595e-18
5.82614,1.446320247432297e-16,7.985275669873525e-18
5.82694,1.3533891352040292e-16,9.339959364463424e-18
5.82774,1.3419485898676923e-16,7.824574018509166e-18
5.82854,1.3357394915502628e-16,6.982317407911053e-18
5.82934,1.3333349398806486e-16,6.661681996255674e-18
5.83014,1.3725472195523512e-16,7.050787963000421e-18
5.83094,1.26461990250835e-16,7.626515831635556e-18
5.83174,1.3368754779793475e-16,5.724697020613896e-18
5.83254,1.308599991120745e-16,6.882007025746863e-18
5.83334,1.3596563062290142e-16,7.499962280679054e-18
5.83414,1.2964310636110239e-16,6.38796832749671e-18
5.83494,1.2630905310514319e-16,6.5601558042875875e-18
5.83574,1.316848354120541e-16,7.850924965117457e-18
5.83655,1.400176289143807e-16,8.033610120436417e-18
5.83735,1.4418013256411152e-16,8.01479878836338e-18
5.83815,1.4614898493496207e-16,6.492569130531029e-18
5.83895,1.394720909603988e-16,6.208649165292925e-18
5.83975,1.3377487758246642e-16,7.873712648366094e-18
5.84055,1.4164987750808412e-16,6.899126536795855e-18
5.84135,1.3830895543140716e-16,6.339955764221159e-18
5.84215,1.3309251876967848e-16,7.600260805611584e-18
5.84295,1.3948389917046463e-16,7.887144775428917e-18
5.84375,1.375326203162798e-16,8.084834085198105e-18
5.84455,1.369159204421771e-16,8.983093215310079e-18
5.84535,1.4171958280491766e-16,7.744356268096426e-18
5.84615,1.3756590142492262e-16,7.144963052639289e-18
5.84695,1.3718809564240835e-16,5.318275826655601e-18
5.84775,1.3833974296518964e-16,5.770046836513589e-18
5.84855,1.435004371132096e-16,7.023061665120963e-18
5.84936,1.428486827211417e-16,5.3229817606687076e-18
5.85016,1.3466894520701334e-16,6.023768187409476e-18
5.85096,1.4142816923794047e-16,7.604787270787946e-18
5.85176,1.4870224894543747e-16,6.239395837429438e-18
5.85256,1.4028197216445634e-16,6.470803378062405e-18
5.85336,1.3859664151320616e-16,7.868405092125432e-18
5.85416,1.3562553523148274e-16,7.17465561462064e-18
5.85496,1.3845723484918167e-16,6.8336921951715035e-18
5.85576,1.366116944514053e-16,8.041217311236289e-18
5.85656,1.3950369330314774e-16,6.743530106992315e-18
5.85736,1.3843379918474139e-16,6.066431463567423e-18
5.85816,1.2904410034190634e-16,6.463855109245025e-18
5.85896,1.333868435882655e-16,7.46754053524341e-18
5.85976,1.3807166900101814e-16,7.446163769942632e-18
5.86056,1.348399230489173e-16,7.094356224185784e-18
5.86137,1.3027460920785342e-16,7.416316851651396e-18
5.86217,1.3713755722399534e-16,7.326323007979028e-18
5.86297,1.423999219722023e-16,6.4113844789971896e-18
5.86377,1.4330015920040714e-16,6.7178776816879435e-18
5.86457,1.4078330286631778e-16,7.712282684099029e-18
5.86537,1.380788671169429e-16,8.0426538156895e-18
5.86617,1.388301296294983e-16,8.08804096971427e-18
5.86697,1.4217822867517095e-16,8.78161676510032e-18
5.86777,1.3969077886382268e-16,7.952766102331187e-18
5.86857,1.38352575496005e-16,8.456842712550232e-18
5.86937,1.3722083903542083e-16,7.222326192977612e-18
5.87017,1.440422886298859e-16,7.20673670810235e-18
5.87097,1.4454644152486155e-16,6.5296607340279574e-18
5.87177,1.3776137685645128e-16,7.15356532020878e-18
5.87257,1.368615133123536e-16,8.401454439831726e-18
5.87338,1.3798292926625911e-16,6.952172163304061e-18
5.87418,1.3184130686410406e-16,6.822431853262082e-18
5.87498,1.2680437555230428e-16,7.840153754246124e-18
5.87578,1.3034031038104943e-16,7.41948190742777e-18
5.87658,1.356086166417221e-16,6.963073461622545e-18
5.87738,1.382401649724188e-16,7.197405957262122e-18
5.87818,1.3651672265666814e-16,7.099436154558949e-18
5.87898,1.408960813030382e-16,6.386242835569502e-18
5.87978,1.376457361671723e-16,6.029147278584144e-18
5.88058,1.3937149972968595e-16,6.40547569477491e-18
5.88138,1.421896590041421e-16,6.469088488810789e-18
5.88218,1.4404235948590735e-16,6.510502583634582e-18
5.88298,1.4181490476997995e-16,5.6747405274019554e-18
5.88378,1.3748468010807822e-16,7.53003165958542e-18
5.88458,1.393241547680945e-16,7.899362063189419e-18
5.88539,1.3908698962480598e-16,8.891440720990643e-18
5.88619,1.364268275974156e-16,8.234122986297829e-18
5.88699,1.3398595173814202e-16,8.14668615255756e-18
5.88779,1.4470007206203863e-16,8.229267450806613e-18
5.88859,1.3314492510346375e-16,7.367160445306439e-18
5.88939,1.3771583538079318e-16,7.028817932918511e-18
5.89019,1.3756318577591832e-16,7.998537534066849e-18
5.89099,1.4179790626940343e-16,7.917148775774663e-18
5.89179,1.4895240687517147e-16,7.078642651676732e-18
5.89259,1.460283069265057e-16,6.6094555299731155e-18
5.89339,1.4944568883326067e-16,5.9063343602369264e-18
5.89419,1.48307810293639e-16,6.442313855143756e-18
5.89499,1.3913156413119348e-16,6.388795547748279e-18
5.89579,1.3975243839949382e-16,7.412717746298673e-18
5.89659,1.3473911098640182e-16,7.202295529495528e-18
5.8974,1.298470786451357e-16,6.222868933908456e-18
5.8982,1.2789730684706558e-16,6.0040928670221816e-18
5.899,1.3464899352075356e-16,6.014797881091709e-18
5.8998,1.363809617428871e-16,6.7416713982539794e-18
5.9006,1.404426904633228e-16,7.345639067266399e-18
5.9014,1.3341566178825215e-16,7.741554569852023e-18
5.9022,1.3598829168391023e-16,8.581462906102633e-18
5.903,1.2604312356689535e-16,7.851275996617936e-18
5.9038,1.3102604234660556e-16,7.730758798273456e-18
5.9046,1.3291968360347775e-16,8.167112824602683e-18
5.9054,1.254401797113779e-16,7.763174354102274e-18
5.9062,1.3162928745025274e-16,8.153053160115626e-18
5.907,1.3578147707473942e-16,8.719412184629732e-18
5.9078,1.4038748890390184e-16,6.18411348407095e-18
5.9086,1.3830873651716427e-16,7.426936310267418e-18
5.90941,1.325178549480147e-16,7.664850552444373e-18
5.91021,1.3534752683717279e-16,7.224630574189646e-18
5.91101,1.3704484594683528e-16,6.3998294773424864e-18
5.91181,1.3597430116389241e-16,6.8500306993505675e-18
5.91261,1.3492558814268346e-16,7.4074288287877e-18
5.91341,1.3880129732095936e-16,7.211597608463507e-18
5.91421,1.3757612405421535e-16,6.170906695587669e-18
5.91501,1.4511749189976608e-16,5.8196088534334214e-18
5.91581,1.4678625251703323e-16,6.901367158789732e-18
5.91661,1.2220291838958001e-16,6.923592578990074e-18
5.91741,1.3292263405537581e-16,8.189178474355035e-18
5.91821,1.2531567276485186e-16,7.619595516295967e-18
5.91901,1.3546824753790632e-16,7.414474701633471e-18
5.91981,1.3844435389475641e-16,7.840698437625115e-18
5.92061,1.3017526022092922e-16,6.417922047321327e-18
5.92142,1.3725022814955652e-16,6.938657547044829e-18
5.92222,1.3853951473765052e-16,6.3118620788408485e-18
5.92302,1.4074083404735818e-16,6.39588396163975e-18
5.92382,1.345178313444014e-16,8.527076505706846e-18
5.92462,1.3994419106324166e-16,8.844985512688449e-18
5.92542,1.314677175221263e-16,8.413826343689679e-18
5.92622,1.3098155929134776e-16,8.348846464508996e-18
5.92702,1.4039539626601495e-16,8.946422993350722e-18
5.92782,1.3810935392139207e-16,9.312163132141876e-18
5.92862,1.312932533691829e-16,7.960209755316434e-18
5.92942,1.3107967816906674e-16,7.825894346383906e-18
5.93022,1.3505430481108202e-16,7.708867063212584e-18
5.93102,1.355926528719283e-16,6.510076609744052e-18
5.93182,1.3959749905310203e-16,6.996862426574227e-18
5.93262,1.3760670078021211e-16,7.632604209501131e-18
5.93342,1.349909350189705e-16,6.311959911626726e-18
5.93423,1.408929698426531e-16,6.5300072263767966e-18
5.93503,1.315982397162931e-16,6.542438376473321e-18
5.93583,1.324611472850479e-16,6.447523191727375e-18
5.93663,1.322556199920493e-16,8.28088213235255e-18
5.93743,1.4042536798589842e-16,7.435076644176092e-18
5.93823,1.318246157855948e-16,8.085380470259834e-18
5.93903,1.2991609971012955e-16,8.239278113444916e-18
5.93983,1.293280146355229e-16,6.983026522325256e-18
5.94063,1.3304123231809036e-16,8.698831428462518e-18
5.94143,1.3366453275794268e-16,8.59782543413315e-18
5.94223,1.2887480045230532e-16,8.212338542138325e-18
5.94303,1.3889444692683606e-16,8.788027170048681e-18
5.94383,1.3003794546448474e-16,7.456636804790999e-18
