2980.284981298388	-6.613741310968908e-17	6.307019950803485e-17
2983.0301036974315	8.998858777570938e-17	6.42987437959993e-17
2999.501339553785	1.0238447576039302e-16	4.857972254578306e-17
3007.737276993757	7.723685451382982e-17	5.05725906191253e-17
3010.4826363855136	-1.7913551834193818e-17	4.594479606420173e-17
3013.2280191273	-5.808080692673612e-18	5.516207486543394e-17
3018.7188544068736	-3.80049974274021e-17	4.470471771905737e-17
3021.4643068176038	1.9110614484528733e-16	4.6752340563404094e-17
3024.2097823242498	1.019772424688151e-17	4.6415800756101215e-17
3026.9552808632693	3.331856824944861e-17	5.2484243772654426e-17
3037.937504072055	-7.731368153214998e-17	3.813643676735897e-17
3040.683116819626	9.165651420499141e-17	4.9173277791361247e-17
3043.4287522182067	8.041417897140681e-17	4.366402928549427e-17
3046.1744102042176	2.880088226086654e-17	3.870103848839403e-17
3054.4115190509656	1.3994074057825403e-16	4.1194923254918123e-17
3057.157266750804	1.4822637773355618e-16	4.238521074459713e-17
3059.9030367200985	9.313493533028242e-17	4.221564360279439e-17
3062.648828895239	8.340276662984688e-17	4.178680276628591e-17
3065.3946432126104	-4.6985195905391194e-17	3.732104404732053e-17
3070.886338019557	1.0312521003234548e-16	3.94293843400834e-17
3073.6322183818747	-5.84758093064528e-17	3.133494803639456e-17
3076.37812063191	8.807397970057279e-17	3.4822231305682175e-17
3079.12404470602	1.3927835646474484e-16	3.740694176018814e-17
3081.8699905405597	1.0340259408666137e-16	4.4638208543708854e-17
3087.3619472363166	4.1073383765082073e-17	3.173992966758126e-17
3090.1079579702155	5.84781821686243e-17	3.4777506245618464e-17
3101.09221532701	4.505838132006969e-17	3.118047930962882e-17
3103.8383329531125	2.7187514776967965e-17	3.2905155905816035e-17
3109.330631703782	-2.2113254079369035e-17	3.142332030494144e-17
3120.3154814153063	2.4118265008208245e-17	3.443544841931344e-17
3125.808031356747	-2.2457951923363088e-17	3.902034888944207e-17
3131.300664008901	1.3895438240596277e-18	3.359446935994876e-17
3145.0326041522403	2.552114575294567e-17	3.246159720451314e-17
3147.779053130247	-9.662680238904318e-18	2.8508744701710335e-17
3150.5255222759174	1.0696273903858162e-17	3.218975646971319e-17
3153.2720115254792	4.222379482410791e-17	2.9996327735935006e-17
3156.0185208151543	-3.1119261938336266e-17	2.6549329611521908e-17
3161.511599259707	-1.8634054567219537e-17	2.6306528513500473e-17
3164.2581682870064	4.940197951365063e-18	2.676265087124479e-17
3167.0047570992606	2.4939328972397342e-17	2.5340983967688488e-17
3169.7513656326687	8.243710451107618e-17	2.6869275158112957e-17
