wavelength,flux,error
7108.68,1.4641480118071268e-17,2.7421219130858266e-16
7109.93,1.2849202731557172e-17,2.8021696058885913e-16
7111.18,1.491005566306542e-17,2.764837684168417e-16
7112.43,1.320478648988767e-17,2.747795237536694e-16
7113.68,1.4067501875319627e-17,2.7959242507541513e-16
7114.93,1.4814339729020374e-17,2.7543677405918376e-16
7116.18,1.3742943829569311e-17,2.8183054896312387e-16
7117.43,1.3085086492210314e-17,2.974009932613957e-16
7118.68,1.3241188552726534e-17,2.8931716054165897e-16
7119.93,1.3556743687413701e-17,3.0229996606887247e-16
7121.18,1.2436625087836943e-17,3.096529707619632e-16
7122.43,1.4040200686037644e-17,3.251575761516953e-16
7123.68,1.4662877710124824e-17,3.1575491994691553e-16
7124.93,1.3248987995153902e-17,2.586732922110834e-16
7126.18,1.0541317056890648e-17,1.6330912446531212e-16
7127.43,9.644009409234066e-18,1.4638481070440057e-16
7128.68,1.2633499280059484e-17,1.6487984304761177e-16
7129.93,1.3315545060784676e-17,1.8072653192804918e-16
7131.18,1.4566407664651333e-17,1.7739334148436799e-16
7132.43,1.354690906990645e-17,1.573581595671481e-16
7133.68,1.3452526692955045e-17,1.6202635309660962e-16
7134.93,1.1827241303975764e-17,1.716785514545887e-16
7136.18,1.16922029476236e-17,1.759271071189057e-16
7137.43,1.5863683816657258e-17,1.8101803086538943e-16
7138.68,1.2602111719434913e-17,1.7177955034163198e-16
7139.93,1.1488185399601685e-17,1.798520770525637e-16
7141.18,1.049778864017395e-17,1.821032220272441e-16
7142.43,1.3424728525889022e-17,1.956772885344848e-16
7143.68,1.4913086884392527e-17,1.9449102846160236e-16
7144.93,1.493330614136008e-17,1.8695456534192323e-16
7146.18,1.3354885514960103e-17,1.8261031172048852e-16
7147.43,1.3135900421756953e-17,2.0354392180407693e-16
7148.68,1.5614498749912963e-17,2.100364687395649e-16
7149.93,1.453313599426382e-17,2.036017530324487e-16
7151.18,1.445145342465847e-17,2.1236527115193904e-16
7152.43,1.541157330265428e-17,2.1418034648542442e-16
7153.68,1.7263155951743455e-17,2.2473919378256164e-16
7154.93,1.574725959987321e-17,2.432212901243198e-16
7156.18,1.465985205063893e-17,2.4638345619598274e-16
7157.43,1.481465059455274e-17,2.315893733003525e-16
7158.68,1.543599993116389e-17,2.0823063414165587e-16
7159.93,1.3505344492651495e-17,1.9197491593798014e-16
7161.18,1.1860690562724607e-17,1.9607441364489293e-16
7162.43,1.111669620891703e-17,2.112340561135898e-16
7163.68,1.2856740871770558e-17,2.1333755740747557e-16
7164.93,1.4121533103881232e-17,2.0884015630965847e-16
7166.18,1.1784716579087e-17,2.1465030011019319e-16
7167.43,1.544952650189242e-17,2.26191309262861e-16
7168.68,1.6527522028056574e-17,2.2345535402470753e-16
7169.93,1.694855053409001e-17,2.1372482426322886e-16
7171.18,1.4101288176248703e-17,2.3749907792083967e-16
7172.43,1.524111881966085e-17,2.4510951113715433e-16
7173.68,1.437273598242719e-17,2.398654122147484e-16
7174.93,1.2885257396069453e-17,2.3698273302567527e-16
7176.18,1.4977975133910775e-17,2.3160714712515963e-16
7177.43,1.4146241001435822e-17,2.2579110579152954e-16
7178.68,1.503022099989002e-17,2.4369763043581284e-16
7179.93,1.64447933500791e-17,2.517565562022443e-16
7181.18,1.7870358432012515e-17,2.617863928760465e-16
7182.43,1.674091093070416e-17,2.6432973494695196e-16
7183.68,1.716016649311379e-17,2.6489261179019052e-16
7184.93,1.49927447298857e-17,2.613164084551671e-16
7186.18,1.6029529693280702e-17,2.687522760429528e-16
7187.43,1.4536802177217954e-17,2.8261857474656375e-16
7188.68,1.7383688768972977e-17,2.8495481651290397e-16
7189.93,1.822183779452761e-17,2.8619296288623387e-16
7191.18,1.7726801454424152e-17,2.7564157189637576e-16
7192.43,1.4152756643003218e-17,2.669871698185275e-16
7193.68,1.819412427290965e-17,2.7223598577876407e-16
7194.93,1.8021928665093082e-17,3.2420211364441164e-16
7196.18,1.9941182135688278e-17,3.3103373567985783e-16
7197.43,1.8910913284900177e-17,2.4588843314635986e-16
7198.68,1.5283058235205082e-17,2.3120321548941947e-16
7199.93,1.6066136338548975e-17,2.4611189416327695e-16
7201.18,1.4914125760078204e-17,2.3336299964275607e-16
7202.43,1.497647494322133e-17,2.212360179108363e-16
7203.68,1.529826990540051e-17,2.44273757701519e-16
7204.93,1.5076118809089157e-17,2.53392627271075e-16
7206.18,1.543082525801919e-17,2.399957841671495e-16
7207.43,1.8630160877109754e-17,2.430773559076594e-16
7208.68,1.835996508275206e-17,2.585341058349861e-16
7209.93,1.7990494001828943e-17,2.472039557789916e-16
7211.18,1.8331719448714582e-17,2.6109855935761755e-16
7212.43,1.734187321163133e-17,2.8251496112213223e-16
7213.68,1.455094433254967e-17,2.893977169825068e-16
7214.93,1.4620082602399666e-17,2.724169172369705e-16
7216.18,1.608291797105554e-17,2.831077829949364e-16
7217.43,1.473107781251381e-17,2.814432981856519e-16
7218.68,1.6801731064037202e-17,2.8787521221028376e-16
7219.93,1.5459736777318954e-17,2.9768081611850047e-16
7221.18,1.851330978310983e-17,2.9883696681106134e-16
7222.43,1.633660808161368e-17,2.9698399830721387e-16
7223.68,1.6749768478706152e-17,2.966670631135739e-16
7224.93,1.7900384107237396e-17,3.139707329018539e-16
7226.18,1.8631268449871357e-17,3.400095960811654e-16
7227.43,1.7411139789460633e-17,3.431087591118465e-16
7228.68,1.882075592812413e-17,3.3428248197382275e-16
7229.93,1.7357631503262692e-17,3.2216421620768045e-16
7231.18,1.7664560909693206e-17,3.035126386322396e-16
7232.43,1.8219839170352232e-17,2.9225627881683956e-16
7233.68,1.791512503148464e-17,3.0254279538844825e-16
7234.93,1.5162126983402574e-17,3.2627924774242656e-16
7236.18,1.7614606666677585e-17,3.3369625768912537e-16
7237.43,1.7984047037302464e-17,3.3360234261529834e-16
7238.68,1.8334086775656233e-17,3.4429318354738388e-16
7239.93,1.908564756079325e-17,3.5465341995115776e-16
7241.18,2.0678346303437437e-17,3.752847728752325e-16
7242.43,2.3429695520236072e-17,4.1949967653780656e-16
7243.68,2.6615421159454595e-17,4.0853449540769804e-16
7244.93,2.348202392006325e-17,4.209775107524013e-16
7246.18,2.3135201383319536e-17,4.2219810360111235e-16
7247.43,2.0200237360099032e-17,3.846455868295177e-16
7248.68,2.053710346860237e-17,4.184041507692474e-16
7249.93,1.9834475858171095e-17,4.072275749616648e-16
7251.18,1.854924480950369e-17,3.886240624191418e-16
7252.43,1.8619296005582365e-17,3.8872739942824657e-16
7253.68,1.94660781310468e-17,3.8652972419914613e-16
7254.93,2.0003242516847776e-17,4.0233253342146917e-16
7256.18,2.0485814103108427e-17,4.1410012339460085e-16
7257.43,2.2876124095731638e-17,3.977994024445316e-16
7258.68,2.2124708859019214e-17,4.033229787856862e-16
7259.93,2.008549919209216e-17,4.06231433858514e-16
7261.18,1.8941216841317074e-17,4.155209606031908e-16
7262.43,1.9765608174519844e-17,4.488516336055608e-16
7263.68,1.8898639007468648e-17,4.804548967166019e-16
7264.93,2.1117397398730784e-17,4.725528424834592e-16
7266.18,2.064929143789815e-17,4.434692080803963e-16
7267.43,2.0628410861041988e-17,4.583465357516298e-16
7268.68,2.1001019120938724e-17,4.900536536370435e-16
7269.93,2.215071981282919e-17,4.583534650408523e-16
7271.18,2.200821068056691e-17,4.665170965532368e-16
7272.43,2.1342683292490747e-17,4.467362770380347e-16
7273.68,2.2318555441400226e-17,4.920214614881713e-16
7274.93,1.8896399640151956e-17,4.632839022641745e-16
7276.18,2.290630448930952e-17,4.638710168875879e-16
7277.43,2.1135772893459547e-17,4.4007757034657937e-16
7278.68,2.0596282683497298e-17,4.293138602707446e-16
7279.93,1.9280287348220465e-17,4.520794440838109e-16
7281.18,2.3930702359385116e-17,4.439692498081267e-16
7282.43,2.7675946369358948e-17,5.333961157890931e-16
7283.68,2.479367814653072e-17,5.121030693691977e-16
7284.93,2.3601730366065203e-17,4.964699291166676e-16
7286.18,2.256783368690444e-17,4.901446920398054e-16
7287.43,2.0764317931918226e-17,4.751640701520606e-16
7288.68,2.508579872615461e-17,4.700330746335092e-16
7289.93,2.2622559998029718e-17,4.987177636436727e-16
7291.18,2.2743906092213783e-17,4.722882957779034e-16
7292.43,2.495969732022761e-17,4.825364300952898e-16
7293.68,2.5808303848245302e-17,4.926740638298013e-16
7294.93,2.4744891548752438e-17,5.189852156794467e-16
7296.18,2.3784579166405686e-17,5.390311283507689e-16
7297.43,2.6027849047467334e-17,5.295793918652285e-16
7298.68,2.48924133984521e-17,5.28201671308255e-16
7299.93,2.346187591116079e-17,5.374185775479303e-16
7301.18,2.5951806497394308e-17,5.628508855280807e-16
7302.43,2.3729625234620292e-17,5.929739322999549e-16
7303.68,2.2368326106554836e-17,5.544604346270044e-16
7304.93,2.4105320036744627e-17,5.593039846267797e-16
7306.18,2.3038430130585128e-17,5.82645146962031e-16
7307.43,2.4452646755182484e-17,5.984220506966854e-16
7308.68,2.6518947214084103e-17,6.046755818483728e-16
7309.93,2.541181262620906e-17,5.858177559733222e-16
7311.18,2.6247709435233293e-17,5.883218546214551e-16
7312.43,2.3938351227835226e-17,6.077528088380866e-16
7313.68,2.5612964483479318e-17,6.16252211209462e-16
7314.93,2.6729381243173397e-17,6.132956684707909e-16
7316.18,2.7241593021184293e-17,6.267144953911193e-16
7317.43,2.5497219368509585e-17,6.132949474821355e-16
7318.68,2.7429968067411104e-17,6.134165654980061e-16
7319.93,2.6227785655029027e-17,6.389282048889595e-16
7321.18,2.711838435987832e-17,6.370883098558701e-16
7322.43,2.6252213414955058e-17,6.391781873970587e-16
7323.68,2.6266947782646725e-17,6.833920067157876e-16
7324.93,2.4633130193949308e-17,6.495624636422766e-16
7326.18,2.4429271167302632e-17,5.959068587325393e-16
7327.43,2.5731483605543583e-17,5.882963911141031e-16
7328.68,2.7314088644554908e-17,6.535854248114805e-16
7329.93,2.680448617947294e-17,6.852302435941063e-16
7331.18,2.7275215103113203e-17,6.881613547326992e-16
7332.43,2.584461378585364e-17,6.391821629977575e-16
7333.68,2.4956358282095938e-17,6.856119792442286e-16
7334.93,2.4479625828493113e-17,6.923984796235991e-16
7336.18,2.3939527519662672e-17,6.97761131382943e-16
7337.43,2.8366844694145383e-17,7.297794522546545e-16
7338.68,2.7213246812361298e-17,7.092962421331937e-16
7339.93,2.7349996498347348e-17,7.390020906767478e-16
7341.18,2.857084420691126e-17,7.496062402075575e-16
7342.43,2.6961794591733995e-17,7.1229611575344585e-16
7343.68,2.4804159525979944e-17,7.07306173185076e-16
7344.93,2.391269855311917e-17,7.008567096128718e-16
7346.18,2.1647441370429823e-17,6.981745470357878e-16
7347.43,2.2440331067206648e-17,7.237790441324098e-16
7348.68,2.2446883573903345e-17,7.235328551410671e-16
7349.93,2.2613096806120138e-17,7.279633626785818e-16
7351.18,2.5282408415458325e-17,7.598906583186491e-16
7352.43,2.383003741639555e-17,7.466251220156872e-16
7353.68,2.1729196819413832e-17,7.19580042612977e-16
7354.93,2.356050707629949e-17,7.515027914551623e-16
7356.18,2.3357609304992146e-17,7.262442681847089e-16
7357.43,2.2424701697674795e-17,7.099776899051795e-16
7358.68,2.4271604227821175e-17,7.532927034594614e-16
7359.93,2.2918282025749368e-17,7.888788290280352e-16
7361.18,2.1842492286060428e-17,7.70759909891918e-16
7362.43,2.4102137700588932e-17,8.070321874831463e-16
7363.68,2.3828351594945773e-17,7.88527466368028e-16
7364.93,2.365284919280073e-17,7.823330618039735e-16
7366.18,2.5053110907206172e-17,7.966909804101933e-16
7367.43,2.3082120357630474e-17,8.212497696977275e-16
7368.68,2.419558770303156e-17,8.079897787658876e-16
7369.93,2.8321228130414074e-17,7.883416516921496e-16
7371.18,2.735471286668414e-17,8.055457757968001e-16
7372.43,2.3498804452983713e-17,8.240355801130947e-16
7373.68,2.1902364475634007e-17,8.282142494643468e-16
7374.93,1.9839807836254025e-17,8.172362035229053e-16
7376.18,1.9744805297765775e-17,8.250525134164899e-16
7377.43,2.3344173748185744e-17,8.283418387723678e-16
7378.68,2.462208338852681e-17,8.224970145646624e-16
7379.93,2.3205514558944977e-17,8.301793758799987e-16
7381.18,2.482791651158815e-17,8.4811723243725e-16
7382.43,2.470704160696054e-17,8.019452302375827e-16
7383.68,2.5708693943375785e-17,8.201703603953224e-16
7384.93,2.4486163080287406e-17,8.60783981460836e-16
7386.18,2.312990400920733e-17,8.6246127093988545e-16
7387.43,2.3444869035573888e-17,8.419760549641359e-16
7388.68,2.6168964931891053e-17,8.993954052312457e-16
7389.93,2.6123511863424797e-17,9.148525238172252e-16
7391.18,2.6854449382921622e-17,8.685509963231685e-16
7392.43,2.4113537821491936e-17,8.431016997780906e-16
7393.68,2.0999502432768367e-17,8.523162065883557e-16
7394.93,1.9421699165709096e-17,8.326292488516213e-16
7396.18,2.106976084524222e-17,8.545225413544337e-16
7397.43,2.1884097550524938e-17,8.782962213905359e-16
7398.68,2.1199270772298573e-17,8.878110467501013e-16
7399.93,2.365290532125939e-17,8.36622576923646e-16
7401.18,2.1582864654290937e-17,8.514937747468047e-16
7402.43,2.5563460319805745e-17,8.907012479852777e-16
7403.68,2.46768937039517e-17,8.558708809311671e-16
7404.93,2.0580059394033896e-17,8.331430222317816e-16
7406.18,1.9183244569218664e-17,8.350297780343435e-16
7407.43,2.1999391085412275e-17,8.368329403643386e-16
7408.68,2.4494544995231557e-17,8.426921932002234e-16
7409.93,2.2425920187809114e-17,8.917735299020726e-16
7411.18,2.190189750131706e-17,9.029460597105243e-16
7412.43,2.3078806606630786e-17,8.530661858287588e-16
7413.68,2.472331987549508e-17,8.808354064112988e-16
7414.93,2.380289966375062e-17,8.957367646819844e-16
7416.18,2.1852484959698553e-17,8.822599548832652e-16
7417.43,2.4018991763906663e-17,8.437447896517027e-16
7418.68,1.9773555019634134e-17,8.176247145980402e-16
7419.93,2.1216684363579847e-17,8.8440021000011655e-16
7421.18,1.9692405595487152e-17,9.158343943624195e-16
7422.43,1.9979668815582627e-17,8.93610139983233e-16
7423.68,2.0002682447988557e-17,8.81446294846757e-16
7424.93,2.3876472144340477e-17,9.463297835417162e-16
7426.18,2.144913863684459e-17,8.918551762660608e-16
7427.43,2.221382860040052e-17,8.995843410227914e-16
7428.68,2.1447634514690293e-17,9.02814744940355e-16
7429.93,2.3047577454237962e-17,9.097900052800507e-16
7431.18,2.410898740872619e-17,9.337775272916512e-16
7432.43,2.3756519754901204e-17,9.917261923908224e-16
7433.68,2.3372605908664222e-17,9.308241903631634e-16
7434.93,2.3137853632859428e-17,8.515004968883982e-16
7436.18,2.037075500968739e-17,8.362599701718988e-16
7437.43,2.206652434997079e-17,8.870942556893765e-16
7438.68,2.257668941541241e-17,9.450268916113088e-16
7439.93,2.2422063543195477e-17,9.252986691738916e-16
7441.18,2.2114918864156002e-17,9.116132302840655e-16
7442.43,2.035693085813709e-17,9.006147237353852e-16
7443.68,1.8353122037150045e-17,8.967082870160256e-16
7444.93,2.1461901546535176e-17,8.972656269698408e-16
7446.18,2.1077422706999817e-17,8.999872687800329e-16
7447.43,1.9897276076628034e-17,8.9382022300101e-16
7448.68,2.3328264616451455e-17,8.845699324902461e-16
7449.93,2.2989540236382036e-17,9.150673561347521e-16
7451.18,2.1232721264628965e-17,9.322115225754953e-16
7452.43,2.3622476121386685e-17,9.537060744182504e-16
7453.68,2.4771470563761307e-17,9.540302479653088e-16
7454.93,2.3481913465608654e-17,9.077220989628578e-16
7456.18,2.2320390336111102e-17,9.131428384076775e-16
7457.43,2.2044299753867446e-17,9.530316258159673e-16
7458.68,2.0723330543207856e-17,9.481985490749154e-16
7459.93,2.1718717891851816e-17,9.055555540509978e-16
7461.18,2.3142662865214487e-17,9.537420585976603e-16
7462.43,2.2127428492685316e-17,9.26466174391312e-16
7463.68,2.4115769227066334e-17,9.275280529464849e-16
7464.93,2.5368968739974882e-17,9.411102675197132e-16
7466.18,2.1184239446641812e-17,9.481759816421872e-16
7467.43,2.236734233986355e-17,9.276486848743278e-16
7468.68,2.3583038930823927e-17,9.522901912579871e-16
7469.93,2.3582556632488175e-17,1.0221993124660354e-15
7471.18,2.5045627313281033e-17,1.0828165774947925e-15
7472.43,2.0869213785173977e-17,9.870913148975427e-16
7473.68,2.2587689704759304e-17,9.268057822326495e-16
7474.93,2.163459253254843e-17,9.471329030664074e-16
7476.18,2.4332590518935197e-17,9.946774439461967e-16
7477.43,2.133784917506197e-17,1.0192704048061347e-15
7478.68,2.4010404402818353e-17,9.708804756587269e-16
7479.93,2.7478827337875775e-17,9.804357492342724e-16
7481.18,2.3282553370222918e-17,9.743071559502303e-16
7482.43,2.6149431954565584e-17,9.853586555758209e-16
7483.68,2.7464340117351828e-17,1.0205451505734945e-15
7484.93,2.792500805181066e-17,1.0175217442965596e-15
7486.18,2.8269454366556206e-17,1.0036045974436053e-15
7487.43,2.684430661994198e-17,1.004438377516517e-15
7488.68,2.7842121699704876e-17,9.504825223786767e-16
7489.93,2.949250621608106e-17,9.931757522205138e-16
7491.18,2.6905162431354046e-17,1.0009946428401009e-15
7492.43,2.753191859921061e-17,9.764783501827648e-16
7493.68,2.396683937644117e-17,9.812795636158478e-16
7494.93,2.4916065297296875e-17,9.860817850691402e-16
7496.18,2.762193477900192e-17,9.78301223932432e-16
7497.43,2.812672035607353e-17,1.0228786534926687e-15
7498.68,2.7613094018927263e-17,1.0451080798668437e-15
7499.93,2.6777752322113094e-17,1.132501987845054e-15
7501.18,2.702476284732475e-17,1.1303723891662255e-15
7502.43,2.9612237425474504e-17,1.1294217357379273e-15
7503.68,2.719733481151788e-17,1.0747583214700485e-15
7504.93,3.055727198831917e-17,1.0450677328019066e-15
7506.18,2.6833491068140644e-17,1.0338071579405666e-15
7507.43,2.7572167395120272e-17,9.891087842438199e-16
7508.68,2.961178080092172e-17,1.0476220178242042e-15
7509.93,3.094089518316332e-17,1.1545502453124198e-15
7511.18,2.7188733488748864e-17,1.1535225928686516e-15
7512.43,2.5963182531646324e-17,1.0839465567781532e-15
7513.68,2.6297369040576637e-17,1.0961480326876255e-15
7514.93,2.96775976953284e-17,1.1267747340261381e-15
7516.18,2.76498595039495e-17,1.1236458430311237e-15
7517.43,2.9720262244360134e-17,1.0917617112506858e-15
7518.68,3.2679053378033914e-17,1.1131321715710236e-15
7519.93,3.0068099087493885e-17,1.0906807777143399e-15
7521.18,2.8705052700272265e-17,1.0944637943908167e-15
7522.43,2.6337137842458205e-17,1.1193967970887264e-15
7523.68,2.9193028479617465e-17,1.1412148683200787e-15
7524.93,3.067284206460835e-17,1.1429548662742134e-15
7526.18,2.9613456554117856e-17,1.1133358186281328e-15
7527.43,3.164053052159724e-17,1.0315658348655855e-15
7528.68,2.975828314250167e-17,1.045853125963421e-15
7529.93,2.8976318672475664e-17,1.109880110269969e-15
7531.18,3.0600294614829804e-17,1.1886375420374007e-15
7532.43,3.599213108984327e-17,1.2107515591799784e-15
7533.68,3.365328936479892e-17,1.1652170123361488e-15
7534.93,3.0231471539441423e-17,1.109262541419911e-15
7536.18,3.3162905062271645e-17,1.089113372282416e-15
7537.43,3.499268786470115e-17,1.1382332579892265e-15
7538.68,3.289744045620688e-17,1.2821641139626824e-15
7539.93,3.367193497302733e-17,1.2899772904399187e-15
7541.18,3.1926005063029493e-17,1.2663200106039947e-15
7542.43,3.281432008596568e-17,1.2558255920408855e-15
7543.68,3.568312586513084e-17,1.2637276510369152e-15
7544.93,3.459815234410544e-17,1.2686542098926201e-15
7546.18,3.6302830859913596e-17,1.2713027182773115e-15
7547.43,3.530690538984376e-17,1.1978342760972848e-15
7548.68,3.698438569799441e-17,1.2114090855354544e-15
7549.93,3.280771956382929e-17,1.2578530916821443e-15
7551.18,3.2625689123927846e-17,1.2784062086014296e-15
7552.43,3.4036609376032515e-17,1.278616359707798e-15
7553.68,3.504876195212996e-17,1.1878976766203213e-15
7554.93,3.38056855011824e-17,1.2499851751208652e-15
7556.18,3.501269085604905e-17,1.2459308385092455e-15
7557.43,3.338224142359891e-17,1.1970652110854355e-15
7558.68,3.6295494832550995e-17,1.1876725430489787e-15
7559.93,3.560844951385058e-17,1.2400150071875623e-15
7561.18,3.9893036195481405e-17,1.2111108335414888e-15
7562.43,3.7829693128089225e-17,1.2237713929301808e-15
7563.68,3.7648791257917644e-17,1.1835851630744235e-15
7564.93,3.734224065492248e-17,1.193879857846413e-15
7566.18,3.561082384052632e-17,1.1128266639829477e-15
7567.43,3.543263852374129e-17,1.1430210652894232e-15
7568.68,3.2806786316690525e-17,1.1528681411836496e-15
7569.93,3.4094872498444034e-17,1.2083347213353358e-15
7571.18,3.518919016133496e-17,1.2755855635267901e-15
7572.43,3.8028998964570493e-17,1.297196916503703e-15
7573.68,4.205556849175904e-17,1.3462673699029715e-15
7574.93,3.694306023008774e-17,1.2787396069789771e-15
7576.18,3.96314605013575e-17,1.280185761098468e-15
7577.43,0.0,0.0
7578.68,0.0,0.0
7579.93,0.0,0.0
7581.18,0.0,0.0
7582.43,0.0,0.0
7583.68,0.0,0.0
7584.93,0.0,0.0
7586.18,0.0,0.0
7587.43,0.0,0.0
7588.68,0.0,0.0
7589.93,0.0,0.0
7591.18,0.0,0.0
7592.43,0.0,0.0
7593.68,0.0,0.0
7594.93,0.0,0.0
7596.18,0.0,0.0
7597.43,0.0,0.0
7598.68,0.0,0.0
7599.93,0.0,0.0
7601.18,0.0,0.0
7602.43,0.0,0.0
7603.68,0.0,0.0
7604.93,0.0,0.0
7606.18,0.0,0.0
7607.43,0.0,0.0
7608.68,0.0,0.0
7609.93,0.0,0.0
7611.18,0.0,0.0
7612.43,0.0,0.0
7613.68,0.0,0.0
7614.93,0.0,0.0
7616.18,0.0,0.0
7617.43,0.0,0.0
7618.68,0.0,0.0
7619.93,0.0,0.0
7621.18,0.0,0.0
7622.43,0.0,0.0
7623.68,0.0,0.0
7624.93,0.0,0.0
7626.18,0.0,0.0
7627.43,0.0,0.0
7628.68,0.0,0.0
7629.93,0.0,0.0
7631.18,0.0,0.0
7632.43,0.0,0.0
7633.68,0.0,0.0
7634.93,0.0,0.0
7636.18,0.0,0.0
7637.43,0.0,0.0
7638.68,0.0,0.0
7639.93,0.0,0.0
7641.18,0.0,0.0
7642.43,0.0,0.0
7643.68,0.0,0.0
7644.93,0.0,0.0
7646.18,0.0,0.0
7647.43,0.0,0.0
7648.68,0.0,0.0
7649.93,0.0,0.0
7651.18,0.0,0.0
7652.43,0.0,0.0
7653.68,0.0,0.0
7654.93,0.0,0.0
7656.18,0.0,0.0
7657.43,0.0,0.0
7658.68,0.0,0.0
7659.93,0.0,0.0
7661.18,0.0,0.0
7662.43,0.0,0.0
7663.68,0.0,0.0
7664.93,0.0,0.0
7666.18,0.0,0.0
7667.43,0.0,0.0
7668.68,0.0,0.0
7669.93,0.0,0.0
7671.18,0.0,0.0
7672.43,0.0,0.0
7673.68,0.0,0.0
7674.93,0.0,0.0
7676.18,0.0,0.0
7677.43,0.0,0.0
7678.68,0.0,0.0
7679.93,0.0,0.0
7681.18,0.0,6.640061650013412e-15
7682.43,2.705687406381248e-17,5.563084008831866e-16
7683.68,2.7306361406039536e-17,5.170529191840428e-16
7684.93,2.8682085079629135e-17,4.992370593061873e-16
7686.18,3.151964580864741e-17,5.39727983625239e-16
7687.43,2.818414265624097e-17,5.423808876345435e-16
7688.68,2.8603470054395296e-17,5.942130591617255e-16
7689.93,2.457793875196241e-17,5.627766190766784e-16
7691.18,2.3843884169776914e-17,5.815432980185493e-16
7692.43,2.1657319694464744e-17,5.582805484161333e-16
7693.68,2.343342250719345e-17,5.696534971248328e-16
7694.93,1.7267461773835783e-17,5.271886094577779e-16
7696.18,1.1291489303527969e-17,5.163616114794578e-16
7697.43,8.287536847380674e-18,4.334239738147464e-16
7698.68,6.52932334938669e-18,2.8944150717495065e-16
7699.93,8.782966925046682e-18,2.497083622323201e-16
7701.18,1.1510542299206321e-17,3.8261416310793197e-16
7702.43,1.3862045603700025e-17,4.817287257892777e-16
7703.68,1.94187281028186e-17,5.285509381995089e-16
7704.93,2.2451860592855595e-17,5.135912182714027e-16
7706.18,2.432934893693219e-17,4.775380882272274e-16
7707.43,2.451284041467657e-17,5.084906185885467e-16
7708.68,2.5103288486969797e-17,5.250597032247362e-16
7709.93,2.6417817758064355e-17,5.355532272132043e-16
7711.18,2.8238787565466957e-17,5.608090483431739e-16
7712.43,2.8825837661699207e-17,5.603696102092328e-16
7713.68,3.214309874618252e-17,5.531112619682693e-16
7714.93,3.2438546559733113e-17,5.552248224953803e-16
7716.18,3.123825362137672e-17,5.540332649325179e-16
7717.43,3.269539410921268e-17,5.740031417651025e-16
7718.68,3.162016646665991e-17,5.670391379169438e-16
7719.93,3.4501949200675804e-17,5.683356246026068e-16
7721.18,3.354079932536635e-17,5.77051718343679e-16
7722.43,3.1250622462781494e-17,5.733534305602695e-16
7723.68,3.4186332590317685e-17,5.933759697661214e-16
7724.93,3.417628281379066e-17,6.147138121959899e-16
7726.18,3.2403613135114056e-17,6.555069279245087e-16
7727.43,3.372989015171415e-17,6.535996994194455e-16
7728.68,3.737916568666058e-17,6.817400704066965e-16
7729.93,3.4533356407190165e-17,6.843761605725622e-16
7731.18,3.679725697450396e-17,6.620839955092312e-16
7732.43,3.751831907043399e-17,6.743044001856586e-16
7733.68,3.5654007271512543e-17,7.028971208525448e-16
7734.93,3.7586137152597537e-17,6.986367817921335e-16
7736.18,3.668797585835301e-17,7.01403620970295e-16
7737.43,3.627697741859663e-17,7.23910386243544e-16
7738.68,3.6721936949501994e-17,7.487819848888832e-16
7739.93,3.8546084936741886e-17,7.533568349409949e-16
7741.18,3.710427947741022e-17,7.267878919732822e-16
7742.43,3.835770187062538e-17,7.056610530915725e-16
7743.68,3.8268135148446403e-17,6.678357303032883e-16
7744.93,3.6572830274188074e-17,6.162141025762495e-16
7746.18,3.693166508744893e-17,6.05157725803804e-16
7747.43,3.5516800782373904e-17,6.391286109694232e-16
7748.68,3.453366433608015e-17,5.911447138232285e-16
7749.93,3.4068728245816783e-17,5.241084423087691e-16
7751.18,3.8042151295364875e-17,4.734889932586343e-16
7752.43,3.590398699859598e-17,5.356975267469251e-16
7753.68,3.524123707256178e-17,5.494171757252511e-16
7754.93,3.9477661434176044e-17,5.710008624214243e-16
7756.18,3.780979430578294e-17,5.963771339557175e-16
7757.43,3.6098955315510935e-17,5.997060407301663e-16
7758.68,3.773521417657597e-17,5.88283518230874e-16
7759.93,3.342705025505795e-17,5.812785673463677e-16
7761.18,3.773282495261887e-17,6.203588249041586e-16
7762.43,3.627954171564545e-17,6.112731398619122e-16
7763.68,3.382763609048439e-17,5.883402027305035e-16
7764.93,3.706982999525848e-17,5.830391753864205e-16
7766.18,3.609745023137608e-17,6.100854843163162e-16
7767.43,3.611726313776524e-17,6.2466093538746965e-16
7768.68,3.6546330120619364e-17,6.225764321756469e-16
7769.93,3.529283818105625e-17,6.502591505945297e-16
7771.18,3.9259240744633323e-17,6.113176374856283e-16
7772.43,4.1884326082852866e-17,6.208697206115402e-16
7773.68,3.946557129796427e-17,6.290987784248548e-16
7774.93,3.989156030835539e-17,6.273358861901632e-16
7776.18,3.898955967997557e-17,6.404683199024604e-16
7777.43,3.608400506608062e-17,6.362685655144243e-16
7778.68,3.7452789879328206e-17,6.422530985898752e-16
7779.93,3.708207822881541e-17,6.741036483560956e-16
7781.18,4.032996777459469e-17,7.429511462490288e-16
7782.43,3.473445684481264e-17,6.273182183639906e-16
7783.68,3.612694875327675e-17,5.568429563666761e-16
7784.93,3.402342105460033e-17,5.587212056355375e-16
7786.18,3.6563181194766193e-17,5.751216037642815e-16
7787.43,3.942427554785195e-17,6.002116448472633e-16
7788.68,3.8176865012205905e-17,6.018445792817643e-16
