wavelength,flux,error
5899.93,0.0,0.0
5901.18,0.0,0.0
5902.43,0.0,0.0
5903.68,0.0,0.0
5904.93,0.0,0.0
5906.18,0.0,0.0
5907.43,0.0,0.0
5908.68,0.0,0.0
5909.93,0.0,0.0
5911.18,0.0,0.0
5912.43,0.0,0.0
5913.68,0.0,0.0
5914.93,0.0,0.0
5916.18,0.0,0.0
5917.43,0.0,0.0
5918.68,0.0,0.0
5919.93,0.0,0.0
5921.18,0.0,0.0
5922.43,0.0,0.0
5923.68,0.0,0.0
5924.93,0.0,0.0
5926.18,0.0,0.0
5927.43,0.0,0.0
5928.68,0.0,0.0
5929.93,0.0,0.0
5931.18,0.0,0.0
5932.43,0.0,0.0
5933.68,0.0,0.0
5934.93,0.0,0.0
5936.18,0.0,0.0
5937.43,0.0,0.0
5938.68,0.0,0.0
5939.93,0.0,0.0
5941.18,0.0,0.0
5942.43,0.0,0.0
5943.68,0.0,0.0
5944.93,0.0,0.0
5946.18,0.0,0.0
5947.43,0.0,0.0
5948.68,0.0,0.0
5949.93,0.0,0.0
5951.18,0.0,0.0
5952.43,0.0,0.0
5953.68,0.0,0.0
5954.93,0.0,0.0
5956.18,0.0,0.0
5957.43,0.0,0.0
5958.68,0.0,0.0
5959.93,0.0,0.0
5961.18,0.0,0.0
5962.43,0.0,0.0
5963.68,0.0,0.0
5964.93,0.0,0.0
5966.18,0.0,0.0
5967.43,0.0,0.0
5968.68,0.0,0.0
5969.93,0.0,0.0
5971.18,0.0,0.0
5972.43,0.0,0.0
5973.68,0.0,0.0
5974.93,0.0,0.0
5976.18,0.0,0.0
5977.43,0.0,0.0
5978.68,0.0,0.0
5979.93,0.0,0.0
5981.18,0.0,0.0
5982.43,0.0,0.0
5983.68,0.0,0.0
5984.93,0.0,0.0
5986.18,0.0,0.0
5987.43,0.0,0.0
5988.68,0.0,0.0
5989.93,0.0,0.0
5991.18,0.0,0.0
5992.43,0.0,0.0
5993.68,0.0,0.0
5994.93,0.0,0.0
5996.18,0.0,0.0
5997.43,0.0,0.0
5998.68,0.0,0.0
5999.93,0.0,0.0
6001.18,0.0,0.0
6002.43,0.0,0.0
6003.68,0.0,0.0
6004.93,0.0,0.0
6006.18,0.0,0.0
6007.43,0.0,0.0
6008.68,0.0,0.0
6009.93,0.0,0.0
6011.18,0.0,0.0
6012.43,0.0,0.0
6013.68,0.0,0.0
6014.93,0.0,0.0
6016.18,0.0,0.0
6017.43,0.0,0.0
6018.68,0.0,0.0
6019.93,0.0,0.0
6021.18,0.0,0.0
6022.43,0.0,0.0
6023.68,0.0,0.0
6024.93,0.0,0.0
6026.18,0.0,0.0
6027.43,0.0,0.0
6028.68,0.0,0.0
6029.93,0.0,0.0
6031.18,0.0,0.0
6032.43,0.0,0.0
6033.68,0.0,0.0
6034.93,0.0,0.0
6036.18,0.0,0.0
6037.43,0.0,0.0
6038.68,0.0,0.0
6039.93,0.0,0.0
6041.18,0.0,0.0
6042.43,0.0,0.0
6043.68,0.0,0.0
6044.93,0.0,0.0
6046.18,0.0,0.0
6047.43,0.0,0.0
6048.68,0.0,0.0
6049.93,4.205214019251841e-18,1.664002244351362e-16
6051.18,6.840965645526589e-18,1.8023595685398256e-16
6052.43,0.0,0.0
6053.68,2.209558724285179e-18,1.77030541150927e-16
6054.93,1.0492390089630601e-18,1.8010586480840776e-16
6056.18,2.915024142019729e-18,1.8080670536815128e-16
6057.43,3.2647865009180617e-18,1.8302581987882959e-16
6058.68,5.567833853130772e-18,1.820621210016675e-16
6059.93,4.333029774848758e-18,1.8143136345120675e-16
6061.18,5.827099685987703e-18,1.9383052413049734e-16
6062.43,7.072819438543884e-18,1.8906012533586043e-16
6063.68,4.409451641784316e-18,1.8426019791411862e-16
6064.93,2.8086991533342715e-18,1.7157982691084868e-16
6066.18,8.349042403219188e-19,1.7245855949598578e-16
6067.43,8.042628252096943e-19,1.8449374846335524e-16
6068.68,2.001204985578806e-18,1.915182877846436e-16
6069.93,8.973139562932148e-19,1.9369790024031004e-16
6071.18,4.282512237720068e-18,2.0465410475786712e-16
6072.43,9.721083424216073e-19,1.7945219544590243e-16
6073.68,3.0030956499584476e-18,1.8075542959425276e-16
6074.93,5.9296638867233e-18,1.8794673130981451e-16
6076.18,1.4644108004392147e-18,1.9842332508795246e-16
6077.43,4.052535081613789e-18,2.0569622987543576e-16
6078.68,5.613262229533628e-18,1.979491765635083e-16
6079.93,2.848694336421177e-18,1.6728693737268553e-16
6081.18,4.478994163767613e-19,1.766253684869382e-16
6082.43,4.2832017615889175e-18,1.8750750637990833e-16
6083.68,2.7856655585689845e-18,1.8828845400898472e-16
6084.93,4.042948951561934e-18,1.8722989539457637e-16
6086.18,4.848849998012908e-18,1.9521444913077153e-16
6087.43,5.62330307202886e-18,1.9043724110889379e-16
6088.68,7.229260196789451e-18,1.9165565106651787e-16
6089.93,4.287129053364193e-18,1.9106084659334566e-16
6091.18,9.682453524339362e-19,1.9509404519514793e-16
6092.43,1.045610261191506e-18,2.0855032779405073e-16
6093.68,4.525775103372647e-18,2.0671759455802835e-16
6094.93,1.169493035406954e-18,2.1270942600853437e-16
6096.18,1.6005851390908295e-18,2.145033643979836e-16
6097.43,4.6840367759897105e-18,2.0873010404681725e-16
6098.68,3.950867369565208e-18,2.1159590402622795e-16
6099.93,6.187085169538523e-18,2.1296928492285595e-16
6101.18,5.982395713449815e-18,1.9838290515871154e-16
6102.43,4.519000993208959e-18,1.8363042885406131e-16
6103.68,3.893197000539358e-18,1.823728944605623e-16
6104.93,6.262750412250414e-18,1.9031381080014587e-16
6106.18,1.0243925840006495e-19,2.0449282678834018e-16
6107.43,-6.488254549124653e-19,2.0434224185774337e-16
6108.68,5.822343291827309e-18,2.0352693167679015e-16
6109.93,3.267471604245081e-18,1.9162764479978207e-16
6111.18,4.540764979833844e-18,1.952744892413208e-16
6112.43,3.1217811643955977e-18,1.989746741938394e-16
6113.68,5.8982011423713346e-18,2.1285565788730996e-16
6114.93,2.3270154471306798e-18,2.006832545892462e-16
6116.18,3.098846809284298e-18,1.9190869651021337e-16
6117.43,2.578141128646653e-18,1.9538930643039433e-16
6118.68,3.5350842788477344e-18,1.9565611840102329e-16
6119.93,2.930461818634792e-18,1.8902148731942914e-16
6121.18,5.2841152238762465e-18,1.8742899550483314e-16
6122.43,7.027748918557765e-18,1.783431915176343e-16
6123.68,3.6055230251597534e-18,1.714136981244897e-16
6124.93,4.506406163153371e-18,2.05611927643834e-16
6126.18,3.1747502926050654e-18,2.1064575128276734e-16
6127.43,5.1879917944733865e-18,2.0627760336246556e-16
6128.68,5.793396080542225e-18,2.1146460883319938e-16
6129.93,3.991506863074171e-18,2.0652847503619274e-16
6131.18,3.321861948103128e-18,2.1077149145671873e-16
6132.43,4.900702014221735e-18,1.8677576164229422e-16
6133.68,3.179393144695205e-18,1.8244600237638785e-16
6134.93,3.492221328990839e-18,1.9873525760695025e-16
6136.18,7.242882655369379e-18,1.99272481665967e-16
6137.43,6.536996544184277e-18,1.9267703514279457e-16
6138.68,7.150326110728554e-18,1.9046056604152244e-16
6139.93,6.176808044187072e-18,1.9902189635014676e-16
6141.18,4.663537920752543e-18,2.0321967310044403e-16
6142.43,1.833615106086958e-18,1.9859511885277754e-16
6143.68,-8.377131952569726e-19,2.1842297787958368e-16
6144.93,6.423355837340882e-18,2.2276650165655806e-16
6146.18,6.25185433121369e-18,2.1493022395257954e-16
6147.43,7.042539558097331e-19,1.9075621947456853e-16
6148.68,3.4165948066348823e-18,1.7024525456157351e-16
6149.93,1.4183765991802014e-18,1.4867387983628553e-16
6151.18,2.843196517113827e-18,1.572487883313646e-16
6152.43,3.922083000546808e-18,1.5770323410108488e-16
6153.68,5.456015100604028e-18,1.665053575452027e-16
6154.93,5.4199704770598e-18,1.5560697509187297e-16
6156.18,4.326348201755932e-18,1.5229568510740915e-16
6157.43,2.552431371377919e-18,1.4382531924523846e-16
6158.68,6.704617049975618e-18,1.2175248939769149e-16
6159.93,4.670930988832044e-18,1.0630678663634398e-16
6161.18,4.432679918721449e-18,9.035220169782316e-17
6162.43,6.135611404308627e-18,9.731230098133072e-17
6163.68,5.026722135273359e-18,1.01218729536645e-16
6164.93,7.250205777718828e-18,9.316441913317809e-17
6166.18,3.854399865896291e-18,9.765345129838295e-17
6167.43,2.988536852398674e-18,9.928735100543189e-17
6168.68,1.722743773754389e-19,9.823853823472027e-17
6169.93,2.5609677232017276e-18,1.0647249379538832e-16
6171.18,5.596124374416761e-18,1.0145445857821212e-16
6172.43,5.863396276713641e-18,1.0703060019845343e-16
6173.68,3.4082147433264114e-18,1.002697551656036e-16
6174.93,4.677822325031962e-18,8.737230508256341e-17
6176.18,2.9601634627822577e-18,9.281067896006398e-17
6177.43,3.969809924238405e-18,1.0535097273162348e-16
6178.68,4.582561637773754e-18,1.0631392517307683e-16
6179.93,4.841866065283661e-18,1.1449762465946477e-16
6181.18,3.1799342542310668e-18,1.1102621362373166e-16
6182.43,2.2541590250748848e-18,1.0477391176428237e-16
6183.68,2.2898524070407304e-18,1.0174728342329366e-16
6184.93,3.0044730547187298e-18,9.122412875613882e-17
6186.18,1.3501078750286452e-18,9.028906598708244e-17
6187.43,2.050089724632422e-18,9.254229135491434e-17
6188.68,2.2044468364604497e-18,1.0183582968995192e-16
6189.93,2.953908873082971e-18,8.974986143772334e-17
6191.18,2.6688335181899313e-18,9.075083374993496e-17
6192.43,6.402481159405165e-18,9.208427033357264e-17
6193.68,4.254287795910304e-18,9.070688541193722e-17
6194.93,2.644291812471054e-18,9.705163636855711e-17
6196.18,1.5127150451727006e-18,9.82762750377984e-17
6197.43,3.7162416528747084e-18,9.537641638798136e-17
6198.68,5.724407416935996e-18,1.0118786449484226e-16
6199.93,2.67823277170451e-18,9.488845824019543e-17
6201.18,3.570146582068614e-18,9.898132980242703e-17
6202.43,3.893280311529274e-18,9.036448930720375e-17
6203.68,2.4209433854001135e-18,1.0208254496330828e-16
6204.93,3.1443642517453537e-18,9.749397776527856e-17
6206.18,5.0258507449703324e-18,9.995048307441043e-17
6207.43,2.960808720463363e-18,1.0069482831688697e-16
6208.68,2.3606966125036656e-18,1.0523155955919053e-16
6209.93,3.7740165408201296e-18,1.0187965435423054e-16
6211.18,1.7035408680381052e-18,9.808415071902182e-17
6212.43,3.3338060161645693e-18,9.618855872910402e-17
6213.68,4.279681670250115e-18,9.641836038435677e-17
6214.93,6.657147692929437e-18,9.531441619655322e-17
6216.18,3.4640152910363502e-18,7.99660372005355e-17
6217.43,4.792469806145037e-18,8.688335829585628e-17
6218.68,5.447070265101743e-18,9.808601029239366e-17
6219.93,1.2099747319865855e-18,9.974349271270014e-17
6221.18,6.420977181423853e-19,9.525300615778615e-17
6222.43,4.740561398347751e-18,8.506520462195422e-17
6223.68,1.1277890027239208e-18,8.086827522997648e-17
6224.93,3.42119800694636e-18,7.324527719538975e-17
6226.18,3.8828650840101994e-18,8.194085353974542e-17
6227.43,4.473320687726228e-18,8.59749362380505e-17
6228.68,2.5671711343792643e-18,8.110761306322184e-17
6229.93,4.764742930472799e-18,8.68377348999598e-17
6231.18,2.144467984221385e-18,8.96095042197336e-17
6232.43,3.3191606104060923e-18,8.760027991228124e-17
6233.68,4.961421709072922e-18,9.018880463656822e-17
6234.93,9.555280025984957e-19,9.009015105736964e-17
6236.18,1.734790024165335e-18,9.04928312180868e-17
6237.43,5.237065837715986e-19,8.973190180726314e-17
6238.68,3.221398948939839e-18,8.017527506498042e-17
6239.93,2.1529824383492107e-18,8.431378637576247e-17
6241.18,4.269051325162634e-18,9.596414072303896e-17
6242.43,4.365556586098188e-18,9.318666742397754e-17
6243.68,5.531437602406372e-18,9.374687911166084e-17
6244.93,3.568475322401422e-18,9.994157411949496e-17
6246.18,4.609930232705175e-18,9.988813581540231e-17
6247.43,1.5610482929434816e-18,9.854307976657482e-17
6248.68,4.306751836659781e-18,8.83127859258562e-17
6249.93,6.573221849882518e-19,9.585122816709276e-17
6251.18,2.027160949733148e-18,1.0484976098922622e-16
6252.43,4.2404258910098054e-18,1.065983417164156e-16
6253.68,5.528659329208435e-18,1.0237640167065377e-16
6254.93,1.9360965220989474e-18,1.0593532491282474e-16
6256.18,1.7979319938834164e-18,1.039642186983656e-16
6257.43,2.1893663218787878e-18,9.695313149261605e-17
6258.68,1.790835523244764e-18,1.0336226974867957e-16
6259.93,-3.325982716581298e-19,1.1124926103687233e-16
6261.18,1.9123709019834742e-18,1.136480412625315e-16
6262.43,3.10912429271039e-18,1.1701664397673518e-16
6263.68,3.041569560152991e-18,1.3040543916060485e-16
6264.93,3.195635487568675e-18,1.2688135496978012e-16
6266.18,3.81229169540402e-18,1.255892693678984e-16
6267.43,5.7763465559285074e-18,1.237004072159913e-16
6268.68,4.129216197683197e-18,1.0890447684522754e-16
6269.93,5.895854573173661e-18,1.1872110922335757e-16
6271.18,2.3987868181234696e-18,1.243404286475736e-16
6272.43,7.067222929398644e-18,1.1856500600318752e-16
6273.68,5.09394087197066e-18,1.3012156258118606e-16
6274.93,3.719691197959983e-18,1.2936452462916282e-16
6276.18,2.4803874627150165e-18,1.1624449653906067e-16
6277.43,4.2649506810175965e-18,1.213410440634345e-16
6278.68,5.30750671080514e-18,1.3785513487413418e-16
6279.93,4.557480717188031e-18,1.3434378414793557e-16
6281.18,5.973718772751367e-18,1.2466874959008013e-16
6282.43,6.430023986210077e-18,1.3240361294984148e-16
6283.68,9.845090302041383e-18,1.640321514020618e-16
6284.93,6.27235689440071e-18,1.6448355697430062e-16
6286.18,6.777196605303114e-18,1.7376498158713327e-16
6287.43,4.955019718119109e-18,1.780618580548408e-16
6288.68,4.918503689453435e-18,1.824362166449564e-16
6289.93,7.411386440804473e-18,1.855120145451046e-16
6291.18,4.009151024944503e-18,1.7336551686383327e-16
6292.43,4.924234247865623e-18,1.7538711279329846e-16
6293.68,9.372816403442768e-18,1.7590758093207244e-16
6294.93,3.2758752288278583e-18,1.7457765203413738e-16
6296.18,3.992710659694172e-18,1.5394562739150317e-16
6297.43,3.0553076498958984e-18,2.020477087479796e-16
6298.68,9.533691677485582e-18,2.1417467288963956e-16
6299.93,1.1224729826061274e-17,1.8950709222007192e-16
6301.18,3.230017091246242e-18,1.740680439192976e-16
6302.43,1.5944158723937845e-18,1.633898757925737e-16
6303.68,6.09347827724264e-18,1.6439372150327125e-16
6304.93,6.962041160170394e-18,1.8758277943087815e-16
6306.18,3.832231534954583e-18,1.819678256202484e-16
6307.43,4.576888081208614e-18,1.9868553028270046e-16
6308.68,5.9825261643234875e-18,1.8276509069776242e-16
6309.93,4.376993207008761e-18,1.9847042794726313e-16
6311.18,4.4065868809510336e-18,1.863385394810889e-16
6312.43,1.1304713881461431e-17,1.9785464529229106e-16
6313.68,8.817373616411951e-18,2.1785429759153298e-16
6314.93,5.523862270369458e-18,2.087139329489028e-16
6316.18,4.563716923276484e-18,2.3722627916004476e-16
6317.43,4.692724564324174e-18,1.9981662475633926e-16
6318.68,5.787316649474683e-18,2.056286157101336e-16
6319.93,4.881104250156433e-18,2.1535056101351388e-16
6321.18,8.496944561651252e-18,2.1686684657682035e-16
6322.43,6.557380549533731e-18,1.912221909629268e-16
6323.68,4.581887469181231e-18,1.9405551128591897e-16
6324.93,6.306423038724565e-18,1.9392602529146892e-16
6326.18,7.530965776915833e-18,2.0198019200921625e-16
6327.43,6.5216848383883876e-18,1.973645438440045e-16
6328.68,7.70724165754769e-18,2.0061806997140884e-16
6329.93,7.107613493366724e-18,2.0112059707730882e-16
6331.18,8.019680562437718e-18,2.0290335833778368e-16
6332.43,6.6240057089550065e-18,2.0720775940419407e-16
6333.68,5.975346797524284e-18,2.163390189079983e-16
6334.93,5.594421838923935e-18,2.2204584046754636e-16
6336.18,6.161599935257803e-18,2.1539818584645997e-16
6337.43,6.0862186957088805e-18,2.1038906552972217e-16
6338.68,5.082328359531273e-18,2.2168394484879325e-16
6339.93,4.319096941234143e-18,2.318349683162897e-16
6341.18,5.10094514806108e-18,2.39950680547155e-16
6342.43,3.819120541546208e-18,2.349142209334872e-16
6343.68,3.667881745738135e-18,2.4244391740594923e-16
6344.93,4.151638056700249e-18,2.324253053379043e-16
6346.18,2.4664821966324633e-18,2.346375593024792e-16
6347.43,2.6998284973409702e-18,2.388047849577557e-16
6348.68,4.67257117090507e-18,2.592009982645732e-16
6349.93,4.324568076442238e-18,2.4227994413645026e-16
6351.18,4.428490228034368e-18,2.2285076303847894e-16
6352.43,5.8470494296868025e-18,2.227094396129578e-16
6353.68,6.3236978098573484e-18,2.2040965669553841e-16
6354.93,6.0097346342652814e-18,2.1696674586708038e-16
6356.18,6.710399537832304e-18,2.1212393938205576e-16
6357.43,5.331667522015348e-18,1.9324324393286554e-16
6358.68,4.4996605755823195e-18,1.8884342273814915e-16
6359.93,6.109820761507385e-18,2.0828638348855558e-16
6361.18,3.3221261706479154e-18,2.0194110456512355e-16
6362.43,5.813005249108951e-18,2.0202198016283234e-16
6363.68,6.183188189529251e-18,2.116374164845347e-16
6364.93,7.342372088739669e-18,2.0800938494439555e-16
6366.18,7.41267492269486e-18,2.0850508275644525e-16
6367.43,2.406716016180521e-18,2.0943822233786547e-16
6368.68,6.486444582575111e-18,1.9539921267810394e-16
6369.93,4.742577463073969e-18,2.2089952142681236e-16
6371.18,6.427433433196981e-18,2.1811261681954392e-16
6372.43,4.64636038603003e-18,2.1687696489796712e-16
6373.68,3.813762264417873e-18,2.2074327368176816e-16
6374.93,5.085293597386732e-18,2.145070743899773e-16
6376.18,4.0073084985750914e-18,2.0977314901909902e-16
6377.43,5.043457837896334e-18,2.2098122477825336e-16
6378.68,4.983410815306382e-18,2.036015697579505e-16
6379.93,5.47332284350625e-18,1.9093784548976355e-16
6381.18,2.5752403783100982e-18,1.8751146538590212e-16
6382.43,7.297659275896981e-18,1.8792462728322254e-16
6383.68,4.475552601069984e-18,1.9637702726840598e-16
6384.93,6.813688339432875e-18,1.980774740366336e-16
6386.18,4.220159105293663e-18,1.9267820163730449e-16
6387.43,6.048895286699585e-18,1.9703998786856158e-16
6388.68,5.8855147241117345e-18,1.8623371515543576e-16
6389.93,4.1678346084504244e-18,2.0772298029802818e-16
6391.18,5.833639696859194e-18,2.1872421668038795e-16
6392.43,4.240784462976761e-18,2.254929080064568e-16
6393.68,6.918430487983393e-18,2.264493674072328e-16
6394.93,5.846310011257948e-18,2.5019942005478817e-16
6396.18,5.0749149110195924e-18,2.556318945520448e-16
6397.43,5.775371339360665e-18,2.487072279147079e-16
6398.68,2.9477093836291765e-18,2.505293863070175e-16
6399.93,5.613297237392952e-18,2.6233214906832965e-16
6401.18,6.098555975956762e-18,2.559692253134908e-16
6402.43,9.045399779760401e-18,2.568736416160384e-16
6403.68,5.932415316180621e-18,2.646227203515132e-16
6404.93,7.050832866380562e-18,2.818803390411113e-16
6406.18,7.951021436890425e-18,2.7641264893425765e-16
6407.43,6.693497971393027e-18,2.985422955358934e-16
6408.68,4.388229989659809e-18,3.0518320429436074e-16
6409.93,6.3239787148364855e-18,2.955192925517008e-16
6411.18,6.973530251265031e-18,3.0340096632418574e-16
6412.43,8.852021412992175e-18,3.07847576510634e-16
6413.68,7.242750102203088e-18,2.929804434068186e-16
6414.93,8.188101386060421e-18,2.8120782922237685e-16
6416.18,5.703069224974948e-18,3.051946963037271e-16
6417.43,5.25221487538108e-18,2.912189594209386e-16
6418.68,7.114595296851258e-18,2.8292190251018846e-16
6419.93,5.942302353940142e-18,2.7733451646594593e-16
6421.18,6.427040280072729e-18,2.679434401546423e-16
6422.43,6.028689821901537e-18,2.674208925918359e-16
6423.68,6.83757726053279e-18,2.774198988447756e-16
6424.93,7.019224612930856e-18,2.6735116382211434e-16
6426.18,6.2138916757171235e-18,2.767212514155862e-16
6427.43,6.753792229501987e-18,2.7310005777590985e-16
6428.68,5.954672459710414e-18,2.7946732684590767e-16
6429.93,6.832745075467934e-18,2.812509608309831e-16
6431.18,5.955727292733374e-18,2.9813810095028176e-16
6432.43,6.5203726935502555e-18,2.936321644428082e-16
6433.68,7.642127135593812e-18,3.0687088866219523e-16
6434.93,5.744803458450379e-18,3.078314893749982e-16
6436.18,4.552415382751062e-18,3.0010020913660184e-16
6437.43,8.184169471862845e-18,3.0210879996273146e-16
6438.68,7.553566924742206e-18,3.029741216092468e-16
6439.93,5.046918091981237e-18,2.960424401267383e-16
6441.18,5.4652436057195166e-18,3.212954826557257e-16
6442.43,6.0365787396001346e-18,3.2908111064543693e-16
6443.68,4.034717994145783e-18,3.3602569201820443e-16
6444.93,5.427795878397646e-18,3.4597736956244063e-16
6446.18,6.708095178771649e-18,3.603396682012377e-16
6447.43,5.613754385673429e-18,3.2904323522629183e-16
6448.68,6.9198835319949164e-18,2.9726825301516913e-16
6449.93,5.398765791688237e-18,3.008775643985604e-16
6451.18,8.17792912835275e-18,3.205092283562855e-16
6452.43,5.244244699270028e-18,3.3132504174797136e-16
6453.68,7.611163053256605e-18,3.3853583042963257e-16
6454.93,7.277489152701179e-18,3.3598681867121157e-16
6456.18,4.6944500513227224e-18,3.2816579339803056e-16
6457.43,6.874505278370187e-18,3.295879963062876e-16
6458.68,9.139324792700585e-18,3.4740574619450333e-16
6459.93,4.052458478732697e-18,3.6993450478901866e-16
6461.18,6.161673981694168e-18,3.5613000729650508e-16
6462.43,7.025129985964683e-18,3.280519670378666e-16
6463.68,5.662262209480748e-18,3.4128397048019637e-16
6464.93,6.863854025977723e-18,3.7345704963123607e-16
6466.18,5.419766514366266e-18,3.8830089236320245e-16
6467.43,3.6410011880584744e-18,4.002661481625111e-16
6468.68,4.5441789824458915e-18,4.0152831541803405e-16
6469.93,6.118588668582268e-18,4.013290214615962e-16
6471.18,7.131415966887776e-18,3.7240029921813066e-16
6472.43,7.122057013243171e-18,3.871705547963429e-16
6473.68,5.604399497574436e-18,4.1756298916071306e-16
6474.93,6.6551294063062e-18,4.323660626534443e-16
6476.18,4.9402520406720345e-18,4.313741524472167e-16
6477.43,6.899423967696792e-18,4.4227195104190996e-16
6478.68,5.943982148894714e-18,3.8437173906038127e-16
6479.93,4.763055926849024e-18,3.628038295445851e-16
6481.18,5.414831599807923e-18,3.682529864279327e-16
6482.43,6.5482563728262525e-18,3.4542076138578427e-16
6483.68,7.004199737416715e-18,3.4969348080369123e-16
6484.93,5.729071896992271e-18,3.248513661401634e-16
6486.18,6.5765754316552796e-18,3.314662851323463e-16
6487.43,7.638141870350566e-18,3.5041829834987894e-16
6488.68,6.278252391632939e-18,3.7323097736864393e-16
6489.93,8.869364294415574e-18,3.6333196232871485e-16
6491.18,4.600738832755658e-18,3.6689864560471543e-16
6492.43,7.195633389034883e-18,3.711786390996429e-16
6493.68,8.61315572470929e-18,3.602380300606401e-16
6494.93,9.116914418651036e-18,3.5023011257280713e-16
6496.18,9.641333190089488e-18,3.512129911681539e-16
6497.43,8.822962605942914e-18,3.7887171296145717e-16
6498.68,5.548757847030659e-18,3.7761649236010553e-16
6499.93,4.911243776999995e-18,3.673337160068457e-16
6501.18,4.475130699212937e-18,3.8863823732409246e-16
6502.43,7.180400214440766e-18,4.175160148820914e-16
6503.68,5.6280462305301045e-18,4.3199595784894045e-16
6504.93,7.737611916513379e-18,4.24004570735882e-16
6506.18,6.443677648485007e-18,4.235920106437293e-16
6507.43,8.788977434360452e-18,4.429646845351805e-16
6508.68,9.434282108247474e-18,4.213128202656712e-16
6509.93,6.439664193278638e-18,4.470598692598343e-16
6511.18,1.0077297720101839e-17,4.714521766412351e-16
6512.43,9.143900103380805e-18,4.436686629763845e-16
6513.68,5.639247032543744e-18,3.9607920666045203e-16
6514.93,8.225365104397864e-18,4.1837693238468004e-16
6516.18,7.78221238123787e-18,4.4287225457153274e-16
6517.43,7.371014550028622e-18,4.4329452289401066e-16
6518.68,9.934493942079508e-18,4.498608230008867e-16
6519.93,1.0636446432267344e-17,4.560462567950494e-16
6521.18,7.480841575067632e-18,4.535935029774561e-16
6522.43,7.844196201280927e-18,4.667114948582151e-16
6523.68,9.78716424265114e-18,4.787474801142825e-16
6524.93,9.34839065884378e-18,4.666829228522138e-16
6526.18,9.654307521082759e-18,4.862928534582529e-16
6527.43,8.553753021566475e-18,4.952650064472496e-16
6528.68,7.037668623644178e-18,4.95591241880494e-16
6529.93,9.181327949110596e-18,5.091590846995641e-16
6531.18,1.0659885210908236e-17,5.097620983721696e-16
6532.43,1.2544690500103795e-17,4.891333398679234e-16
6533.68,8.4951723809746e-18,5.086652781038181e-16
6534.93,4.0462530870814606e-18,5.193179254136689e-16
6536.18,8.061481236374952e-18,5.239948356386085e-16
6537.43,7.130847369195451e-18,5.375650490888989e-16
6538.68,9.336981555760266e-18,5.518042689705086e-16
6539.93,9.605822191698651e-18,5.605840077598046e-16
6541.18,1.1334254495150103e-17,5.396397820191489e-16
6542.43,4.519585267138411e-18,5.490666952595533e-16
6543.68,1.056713338419335e-17,5.105092824683846e-16
6544.93,1.0656489217493572e-17,4.63834935214243e-16
6546.18,8.334725322491944e-18,4.50593948563956e-16
6547.43,1.0013119401876045e-17,4.626590585292849e-16
6548.68,1.1581789446645796e-17,4.538846695483263e-16
6549.93,1.1988686754435923e-17,4.0253561639053984e-16
6551.18,1.232283838347178e-17,3.8563488134949e-16
6552.43,9.532080813085707e-18,3.595512581623261e-16
6553.68,8.101318516903719e-18,3.527578769272732e-16
6554.93,6.19658388798285e-18,3.283411253729599e-16
6556.18,8.195198244447831e-18,3.643329755877447e-16
6557.43,1.1627453787151666e-17,5.893500908903161e-16
6558.68,1.5523022840136224e-17,1.2657678714049552e-15
6559.93,4.2331976410628576e-17,3.0536354352558723e-15
6561.18,1.8674300886821596e-16,5.39864043973461e-15
6562.43,4.613165707525378e-16,5.572919820673865e-15
6563.68,3.996541083494848e-16,3.2169197106857638e-15
6564.93,1.3302735232334922e-16,1.6337568960381845e-15
6566.18,3.749872255636023e-17,9.236857478785499e-16
6567.43,2.0188816772710152e-17,5.568475928658619e-16
6568.68,1.1560388837308602e-17,4.1484643933732383e-16
6569.93,1.030442340929136e-17,3.463396143649721e-16
6571.18,1.3300628302669265e-17,3.411052993819958e-16
6572.43,9.054896020121199e-18,3.2159242880050586e-16
6573.68,6.283896652744004e-18,3.235702357234104e-16
6574.93,7.84361592653816e-18,3.5285647045550187e-16
6576.18,9.47879959407768e-18,3.6981434794353995e-16
6577.43,7.233641338038077e-18,3.6329976318937756e-16
6578.68,6.951966149625723e-18,3.3645426246082576e-16
6579.93,7.944302634635746e-18,3.259917433510125e-16
6581.18,6.902421960070313e-18,3.3494312790256835e-16
6582.43,9.131606149224702e-18,3.365167229963544e-16
6583.68,6.7176069098082e-18,3.5295374545222384e-16
6584.93,9.717941015410302e-18,3.5787914762832214e-16
6586.18,9.44036655360538e-18,3.7621243628021166e-16
6587.43,1.2149742888214165e-17,3.799716677329508e-16
6588.68,8.589430858290996e-18,3.928357821596343e-16
6589.93,5.715768448812602e-18,3.830787097234663e-16
6591.18,9.523814999750021e-18,3.717691950186519e-16
6592.43,9.733476386289084e-18,3.6116539594356506e-16
6593.68,9.098723451154265e-18,3.5181348355352044e-16
6594.93,9.797279372955397e-18,3.192020910265739e-16
6596.18,8.069817372874175e-18,3.3224809730390296e-16
6597.43,7.599888591679924e-18,3.345673912883755e-16
6598.68,9.490190913720844e-18,3.415545433817006e-16
6599.93,1.1741405760662048e-17,3.2249999142404743e-16
6601.18,1.0790265462300197e-17,3.333595674970602e-16
6602.43,8.075402369534586e-18,3.4572074659767357e-16
6603.68,4.716773683800486e-18,3.429846968509004e-16
6604.93,8.024434899959584e-18,3.3842600152587194e-16
6606.18,8.137309558083147e-18,3.3084516206795604e-16
6607.43,8.03523986403312e-18,3.34203393997661e-16
